المصنَّف	الورقة	ترتيب الورقة	خلية الرأس	رقم الحقل	اسم الحقل	آلية المصدر (AS-IS)	سلوك النظام المستهدف (TO-BE)	قاعدة الظهور	مصدر الحكم	حالة السطح	المتطلب الحاكم	قرار المصالحة
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	M3	13	أساس الوحدة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-14	—
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	N3	14	المستهدف الشهري للبند	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-14	حُسم بالمتطلب: إدخال أعمال ← مشتق محسوب
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	O3	15	المستهدف الشهري الكامل	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-14	—
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	P3	16	الوحدة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-14	—
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	Q3	17	نسخة الخطة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-14	—
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	R3	18	مصدر المستهدف	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-14	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
المبيعات التعاقدية	13_خط_الأساس_والمستهدفات	14	S3	19	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SAL-14	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	A3	1	مفتاح الحاوية · Key	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	B3	2	كود العقد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	C3	3	رقم العميل	صيغة عابرة للأوراق	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	D3	4	اسم العميل (بحث)	صيغة عابرة للأوراق	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	E3	5	نموذج العمل	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	F3	6	رقم العقد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	G3	7	رقم التجديد (الحاوية)	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	H3	8	نوع الحاوية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	I3	9	السريان التعاقدي من	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	J3	10	إلى	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	K3	11	التنفيذي من ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	L3	12	إلى ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	M3	13	أشهر الحاوية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	N3	14	سعة الحاوية (المستهدف)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	O3	15	الوحدة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	P3	16	المستهدف المنقضي ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	Q3	17	المخطط الشهري المسجَّل	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	R3	18	المنفَّذ	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	S3	19	المنجز/المقاس	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	T3	20	نسبة التحقق	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	U3	21	فجوة التغطية	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	V3	22	حالة الحاوية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	W3	23	الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	X3	24	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	Y3	25	حالة الحاوية كما وردت بالمصدر	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	Z3	26	النسخة السابقة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	AA3	27	تكييف النسخة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	AB3	28	ما الذي تغيّر عن النسخة السابقة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	AC3	29	عدد وقائع التغيير	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	AD3	30	النقلات ◄ (نقل)	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	14_الحاويات_التعاقدية	15	AE3	31	ساعات التشغيل المنجزة ◄ (تخريم)	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SAL-15	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	A3	1	رقم السطر	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	B3	2	مفتاح الحاوية	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	C3	3	كود العقد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	D3	4	رقم العميل	صيغة عابرة للأوراق	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	صيغة حية في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	E3	5	اسم العميل (بحث)	صيغة عابرة للأوراق	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	صيغة حية في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	F3	6	نموذج العمل	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	G3	7	رقم التجديد	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	H3	8	رقم الشهر	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	I3	9	من	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	J3	10	إلى	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	K3	11	البند	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	L3	12	عدد الآليات ◄	قيمة مثبتة	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قيمة في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	M3	13	المستهدف الشهري	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	N3	14	الكمية المنفَّذة ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	O3	15	الوحدة	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	P3	16	ساعات التشغيل ◄	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	Q3	17	النقلات ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	R3	18	مخصومة/استعداد ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	S3	19	مخصومة/عمل ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	T3	20	مضافة/عمل ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	U3	21	مضافة/استعداد ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	V3	22	الكمية المنجزة (المقاسة) ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	W3	23	تحقق المنفَّذ	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	X3	24	تحقق المنجز	صيغة داخلية	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	صيغة حية في المرجع	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	Y3	25	الإيراد المحسوب ($) ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	Z3	26	الإيراد المحسوب (ج.س) ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AA3	27	مصدر البيان	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AB3	28	ملاحظات	ورقة بلا بيانات	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	اسم الحقل ودلالته	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AC3	29	الكمية المفوترة للعميل ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AD3	30	المفوتر للعميل ($) ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AE3	31	منفَّذ غير مفوتر	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AF3	32	إيراد غير مطالَب به ($)	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AG3	33	مرجع الفاتورة	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AH3	34	عملة العقد	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	—
المبيعات التعاقدية	15_الأداء_والمبيعات_الشهرية	16	AI3	35	حالة أعمدة الإيراد	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-16	حُسم بالمتطلب: إدخال أعمال ← مستورد للقراءة من مالكه
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	A3	1	رقم المطالبة · Claim_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	B3	2	مفتاح الحاوية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	C3	3	كود العقد	صيغة عابرة للأوراق	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	صيغة حية في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	D3	4	رقم العميل	صيغة عابرة للأوراق	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	صيغة حية في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	E3	5	اسم العميل (بحث)	صيغة عابرة للأوراق	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	صيغة حية في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	F3	6	الفترة من	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	G3	7	إلى	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	H3	8	الكمية المنجزة المرجعية	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-17	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	I3	9	الوحدة	صيغة عابرة للأوراق	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	صيغة حية في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	J3	10	الاستحقاق المحسوب ($)	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-17	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	K3	11	الاستحقاق المحسوب (ج.س)	صيغة عابرة للأوراق	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-17	حُسم بالمتطلب: مستورد للقراءة من مالكه ← مشتق محسوب
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	L3	12	القيمة المطالب بها ($)	ورقة بلا بيانات	مشتق محسوب	يُحسب في الخدمة ولا يُدخل	قاعدة المتطلب الحاكم	قائم (AS-IS)	SAL-17	حُسم بالمتطلب: إدخال أعمال ← مشتق محسوب
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	M3	13	المطالب بها (ج.س)	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	N3	14	مرجع القياس/المستخلص	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	O3	15	حالة اعتماد العميل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	P3	16	تاريخ التسليم للمالية	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	Q3	17	مرجع الفاتورة ◄	قيمة مثبتة	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	R3	18	حالة المتابعة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	S3	19	ملاحظات	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	T3	20	المفوتر للعميل ($) ◄	ورقة بلا بيانات	مستورد للقراءة من مالكه	يُقرأ من مالكه ويُعرض موسومًا	اسم الحقل ودلالته	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	U3	21	مستحق غير مطالَب به ($)	ورقة بلا بيانات	إدخال أعمال	خانة إدخال مفتوحة	اسم الحقل ودلالته	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	V3	22	حالة التحصيل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	W3	23	أساس حالة التحصيل	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	X3	24	دليل القياس/التسوية بالمصدر	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	16_المطالبات_والتسليم_للمالية	17	Y3	25	مستوى الحجية	قيمة مثبتة	أثر تدقيقي أو بيانات وصفية	يُحفظ ولا يُعرض في النموذج	قيمة في المرجع	قائم (AS-IS)	SAL-17	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	A3	1	رقم القيد · Amendment_ID	قيمة مثبتة	مفتاح أساسي مولَّد	يولّده النظام ولا يُحرَّر	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	B3	2	كود العقد	قيمة مثبتة	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	C3	3	رقم العميل	صيغة عابرة للأوراق	مفتاح خارجي موروث	يُورَث من الأب ولا يُنشأ هنا	صيغة حية في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	D3	4	اسم العميل (بحث)	صيغة عابرة للأوراق	مرجع من قائمة	قائمة اختيار — لا كتابة حرة	صيغة حية في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	E3	5	رقم الوثيقة	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	F3	6	التجديد (الحاوية)	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	G3	7	مفتاح الحاوية	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	H3	8	الوثيقة / التكييف النصي	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
المبيعات التعاقدية	17_الملحقات_والتجديد_والإغلاق	18	I3	9	تكييف الحدث	قيمة مثبتة	إدخال أعمال	خانة إدخال مفتوحة	قيمة في المرجع	قائم (AS-IS)	SAL-19	—
