الشاشة,الجدول,"تسمية العمود",الحكم,"العمود المقترح",النوع,السبب,"قرار المالك"
Equipments/equipments_types.php,,"فئة الرخصة المطلوبة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/equipments_types.php,,"العمر الإنتاجي القياسي",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/equipments_types.php,,"دورية الوقائية القياسية",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/equipments_types.php,,"يستعمل في بنود العقد؟",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/equipments_types.php,,عرفه,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/equipments_types.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/fin_assets.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/fin_assets.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,المرفق,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"مركز التكلفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"سعر الصرف ومصدره",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fin_assets.php,,"سجل الاطلاع",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"فئة الأصول",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"وحدة العمر",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"نسبة قيمة الخردة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"بداية الإهلاك",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"معالجة الإضافات",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"معالجة الإخراج",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"الحساب المحاسبي",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"حساب المجمع",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"من تاريخ",NEW,date_from,date,"لا عمودَ له في `fleet_depreciation_profile` — يُنشأ **اختياريًّا** (NULL)",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,اعتمدها,BIND,approved_by,derived,"مشتقٌّ من `approved_by` القائمِ في `fleet_depreciation_profile` — بلا هجرة",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"المرجع المحاسبي",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"نسخة القاعدة المستعملة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"تاريخ الاعتماد",BIND,approved_at,derived,"مشتقٌّ من `approved_at` القائمِ في `fleet_depreciation_profile` — بلا هجرة",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `fleet_depreciation_profile` — بلا هجرة",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"المنشئ — الاسم والصفة",BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `fleet_depreciation_profile` — بلا هجرة",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"مفتاح منع التكرار",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"معكوس ب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"عكس عن",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"درجة الأثر",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"سجل الاطلاع",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"مركز التكلفة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_depreciation_profiles.php,fleet_depreciation_profile,"سعر الصرف ومصدره",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_failures.php,timesheet_failure_hours,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/fleet_failures.php,timesheet_failure_hours,"المنشئ — الاسم والصفة",BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `timesheet_failure_hours` — بلا هجرة",
Equipments/fleet_failures.php,timesheet_failure_hours,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`timesheet_failure_hours` لا يحمله — يلزم قرار",
Equipments/fleet_failures.php,timesheet_failure_hours,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_failures.php,timesheet_failure_hours,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/fleet_failures.php,timesheet_failure_hours,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `timesheet_failure_hours` — بلا هجرة",
Equipments/fleet_failures.php,timesheet_failure_hours,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`timesheet_failure_hours` لا يحمله — يلزم قرار",
Equipments/fleet_failures.php,timesheet_failure_hours,الحالة,BIND,status,derived,"مشتقٌّ من `status` القائمِ في `timesheet_failure_hours` — بلا هجرة",
Equipments/fleet_models.php,equipments,الاسم,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"بلد الصنع",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,القدرة,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"سعة الجردل أو الحمولة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"استهلاك الوقود التقديري",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"دورية تغيير الزيت",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"دورية الفلاتر",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"العمر الإنتاجي بالساعات",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,"القطع القياسية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/fleet_models.php,equipments,عرفه,BIND,created_by,derived,"مشتقٌّ من `created_by` القائمِ في `equipments` — بلا هجرة",
Equipments/fleet_models.php,equipments,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/manage_failure_codes.php,,"رقم السجل",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"تاريخ العطل",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"كود المعدة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"أمر العمل",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"نظام العطل",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"تصنيف العطل",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"السبب المباشر",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"السبب الجذري",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"تكرار العطل خلال 90 يوما",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"مجموعة التكرار",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"ساعات التوقف التراكمية",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"التكلفة التراكمية",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"الإجراء التصحيحي",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,المسؤول,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/manage_failure_codes.php,,"مركز التكلفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/manage_failure_codes.php,,"سعر الصرف ومصدره",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
Equipments/meter_readings.php,role_permissions,"رقم القراءة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,"القراءة السابقة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,الفرق,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,"الساعات المسجلة في التايم شيت",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,"فرق المطابقة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,"سبب الفرق",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,"الاستحقاق الوقائي التالي",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,"الساعات المتبقية للوقائية",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,سجلها,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,صححها,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
Equipments/meter_readings.php,role_permissions,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
Equipments/meter_readings.php,role_permissions,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`role_permissions` لا يحمله — يلزم قرار",
Equipments/meter_readings.php,role_permissions,"تاريخ الإنشاء",MANUAL,created_at,,"مشتقٌّ من `created_at` و`role_permissions` لا يحمله — يلزم قرار",
Equipments/meter_readings.php,role_permissions,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`role_permissions` لا يحمله — يلزم قرار",
Equipments/meter_readings.php,role_permissions,الحالة,MANUAL,status,,"مشتقٌّ من `status` و`role_permissions` لا يحمله — يلزم قرار",
Equipments/meter_readings.php,role_permissions,"مفتاح منع التكرار",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,"معكوس ب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,"عكس عن",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,"درجة الأثر",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,المرفق,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,"مركز التكلفة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
Equipments/meter_readings.php,role_permissions,"سعر الصرف ومصدره",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
FinRequests/cycle_time_board.php,fin_request_events,الفترة,MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
FinRequests/cycle_time_board.php,fin_request_events,"عدد الطلبات",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,"متوسط زمن الحلقة الأولى",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,الثانية,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,الثالثة,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,"إجمالي زمن الدورة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,المستهدف,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,الانحراف,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,"أطول حلقة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,"المعتمد الأبطأ",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,"عدد المتجاوز للمهلة",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,"نسبة الالتزام",MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,الإجراء,MANUAL,,,"ليست في المعجم — ولا يُخترع اسمُ عمودٍ لتسميةٍ لم تُدرَس",
FinRequests/cycle_time_board.php,fin_request_events,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
FinRequests/cycle_time_board.php,fin_request_events,"مركز التكلفة",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
FinRequests/cycle_time_board.php,fin_request_events,"سعر الصرف ومصدره",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
FinRequests/effect_map.php,,"رقم الحدث",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,التاريخ,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,"الشاشة المصدر",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,الفعل,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,"المستند التشغيلي",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,"الإدارة المصدر",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,الطرف,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,المبلغ,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,المعادل,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,"الحساب المدين",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,"الحساب الدائن",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,الفترة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
FinRequests/effect_map.php,,"مركز التكلفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,العملة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/effect_map.php,,"سعر الصرف",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/finance_gateway.php,fin_request_events,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
FinRequests/finance_gateway.php,fin_request_events,"المنشئ — الاسم والصفة",MANUAL,created_by,,"مشتقٌّ من `created_by` و`fin_request_events` لا يحمله — يلزم قرار",
FinRequests/finance_gateway.php,fin_request_events,"المعتمد — الاسم والصفة",MANUAL,approved_by,,"مشتقٌّ من `approved_by` و`fin_request_events` لا يحمله — يلزم قرار",
FinRequests/finance_gateway.php,fin_request_events,"مرجع التفويض",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
FinRequests/finance_gateway.php,fin_request_events,"المرجع الأب",MANUAL,,,"تسميةٌ علائقيةٌ (مرجعٌ لجدولٍ آخر) — عمودٌ نصيٌّ لها يزدوج المصدر",
FinRequests/finance_gateway.php,fin_request_events,"تاريخ الإنشاء",BIND,created_at,derived,"مشتقٌّ من `created_at` القائمِ في `fin_request_events` — بلا هجرة",
FinRequests/finance_gateway.php,fin_request_events,"تاريخ الاعتماد",MANUAL,approved_at,,"مشتقٌّ من `approved_at` و`fin_request_events` لا يحمله — يلزم قرار",
FinRequests/my_requests.php,,"تاريخ الطلب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"مقدم الطلب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,الإدارة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,الوصف,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"الجهة المعنية",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"سبب الرفض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
FinRequests/my_requests.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"المرجع الأب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,"المعتمد المطلوب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/my_requests.php,,المرفقات,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,الكيان,BOUND,entity,gov,"يبثُّه `ems_gov_ctx()` من `admin_companies` — موصولٌ سلفًا، لا عمل",
FinRequests/request_form.php,,"المنشئ — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,"المعتمد — الاسم والصفة",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,"مرجع التفويض",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,"المرجع الأب",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,"تاريخ الإنشاء",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,"تاريخ الاعتماد",MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
FinRequests/request_form.php,,الحالة,MANUAL,,,"جدولُ الشاشةِ لم يُستنبَط — لا يُقاس عمودٌ بلا جدول",
