الملف,"الشاشة القانونية","اسم الشاشة","الورقة المالكة","العمود الزائد","حكم CMP المقترح",السبب,"قرار المالك (يدخل المستند / يُلغى)","الحكم النافذ (مصالحة U10 · ق-17)"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","آخر توليد","مرشح للإلغاء","شبهة ازدواج مع «آخر بلاغ» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","عدد المولَّد","مرشح للإلغاء","شبهة ازدواج مع «عدد البلاغات» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","نسبة الإنجاز","يدخل المستند","موثق بالاسم نفسه في: projects.php · op_monthly.php · accountant_desk.php",,"يدخل المستند — ق-17 إبقاء شامل"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة",عرّفه,"يدخل المستند","موثق بالاسم نفسه في: equip_models.php · items.php · products.php",,"يدخل المستند — ق-17 إبقاء شامل"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","مرجع التفويض","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · ceo_approvals.php",,"يدخل المستند — ق-17 إبقاء شامل"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","تاريخ الاعتماد","مرشح للإلغاء","شبهة ازدواج مع «تاريخ الإقفال» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","تاريخ الإنشاء","مرشح للإلغاء","شبهة ازدواج مع «تاريخ الإقفال» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","المرجع الأب","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · delegations.php · org_structure.php",,"يدخل المستند — ق-17 إبقاء شامل"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","المُنشئ — الاسم والصفة","يدخل المستند","موثق بالاسم نفسه في: my_requests.php · messages.php · business_models.php",,"يدخل المستند — ق-17 إبقاء شامل"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة","المعتمِد — الاسم والصفة","يدخل المستند","موثق بالاسم نفسه في: messages.php · business_models.php · ceo_approvals.php",,"يدخل المستند — ق-17 إبقاء شامل"
Tickets/ticket_recurrence.php,ticket_recur.php,"البلاغات المتكررة وسببها الجذري","03 · إدارة الصيانة",المرفق,"يدخل المستند","موثق بالاسم نفسه في: delegations.php · org_structure.php · org_assignments.php",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_in_transit.php,transfer_track.php,"متابعة الرحلات في الطريق","04 · النقل والترحيل","من → إلى","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_in_transit.php,transfer_track.php,"متابعة الرحلات في الطريق","04 · النقل والترحيل",المركبة,"يدخل المستند","موثق بالاسم نفسه في: org_permits.php",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_in_transit.php,transfer_track.php,"متابعة الرحلات في الطريق","04 · النقل والترحيل",السائق,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_in_transit.php,transfer_track.php,"متابعة الرحلات في الطريق","04 · النقل والترحيل",منذ,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_close_cost.php,transfer_cost.php,"إقفال الأمر وتحميل تكلفته","04 · النقل والترحيل","المقدَّرة $","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_close_cost.php,transfer_cost.php,"إقفال الأمر وتحميل تكلفته","04 · النقل والترحيل","الفعلية $","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",المورد,"يدخل المستند","موثق بالاسم نفسه في: supplier_quota.php · equipment_quota.php · rfq.php",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",المسار,"يدخل المستند","موثق بالاسم نفسه في: modules.php",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",النموذج,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",المعدّل,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",الحدود,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",الأمر,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",المرحلة,"يدخل المستند","موثق بالاسم نفسه في: opportunities.php",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل","المورد المحمَّل","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Transport/transfer_tariffs.php,transfer_tariff.php,"تعرفة الترحيل وقواعد التحميل","04 · النقل والترحيل",التسعير,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/rfq_compare_award.php,rfq.php,"طلب العروض ومقارنتها","05 · المشتريات","جاهزية (يوم)","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/rfq_compare_award.php,rfq.php,"طلب العروض ومقارنتها","05 · المشتريات","تقييمُ السجل","مرشح للإلغاء","شبهة ازدواج مع «التقييم الفني» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/rfq_compare_award.php,rfq.php,"طلب العروض ومقارنتها","05 · المشتريات",ملاحظة,"مرشح للإلغاء","من ألفاظ الواجهة لا البيانات",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/rfq_compare_award.php,rfq.php,"طلب العروض ومقارنتها","05 · المشتريات",ترسية,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/suppliers.php,suppliers.php,"سجل الموردين","05 · المشتريات","اسم المورد","مرشح للإلغاء","شبهة ازدواج مع «كود المورد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/suppliers.php,suppliers.php,"سجل الموردين","05 · المشتريات","عدد الآليات","مرشح للإلغاء","شبهة ازدواج مع «عدد عقود الوساطة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Suppliers/suppliers.php,suppliers.php,"سجل الموردين","05 · المشتريات","الساعات المتعاقد عليها","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Suppliers/suppliers.php,suppliers.php,"سجل الموردين","05 · المشتريات","رقم الهاتف","مرشح للإلغاء","شبهة ازدواج مع «الرقم الضريبي» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/orders_proc.php,po.php,"أوامر الشراء","05 · المشتريات",الكود,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/orders_proc.php,po.php,"أوامر الشراء","05 · المشتريات",التصنيف,"يدخل المستند","موثق بالاسم نفسه في: worker_evaluation.php",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/orders_proc.php,po.php,"أوامر الشراء","05 · المشتريات",الاستلام/التأخر,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/orders_proc.php,po.php,"أوامر الشراء","05 · المشتريات",أُنشئ,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/wh_transfer.php,wh_transfer.php,"التحويل بين المخازن","06 · المخازن",الوقت,"يدخل المستند","موثق بالاسم نفسه في: change_password.php",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/wh_transfer.php,wh_transfer.php,"التحويل بين المخازن","06 · المخازن",الحركة,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/wh_count.php,wh_count.php,"الجرد ومعالجة الفروقات","06 · المخازن","الدفتري (محسوبٌ من الحركات)","مرشح للإلغاء","شبهة ازدواج مع «الرصيد الدفتري» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/wh_count.php,wh_count.php,"الجرد ومعالجة الفروقات","06 · المخازن","الفعليُّ المجرود","مرشح للإلغاء","شبهة ازدواج مع «العدّ الفعلي» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/master_data_proc.php,warehouses.php,"المخازن وأنواعها","06 · المخازن","وصف / تفصيل","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/master_data_proc.php,warehouses.php,"المخازن وأنواعها","06 · المخازن",مفعّل,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Procurement/master_data_proc.php,warehouses.php,"المخازن وأنواعها","06 · المخازن",الاسم,"مرشح للإلغاء","شبهة ازدواج مع «اسم المخزن» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/master_data_proc.php,warehouses.php,"المخازن وأنواعها","06 · المخازن",النوع,"مرشح للإلغاء","شبهة ازدواج مع «نوع المخزن» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Procurement/master_data_proc.php,warehouses.php,"المخازن وأنواعها","06 · المخازن",ملاحظات,"مرشح للإلغاء","من ألفاظ الواجهة لا البيانات",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Contracts/client_statement.php,client_statement.php,"كشف حساب العميل","07 · المبيعات والعقود",البيان,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/client_statement.php,client_statement.php,"كشف حساب العميل","07 · المبيعات والعقود",المبلغ,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · payments.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/client_statement.php,client_statement.php,"كشف حساب العميل","07 · المبيعات والعقود",السياق,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/client_statement.php,client_statement.php,"كشف حساب العميل","07 · المبيعات والعقود",المصدر,"يدخل المستند","موثق بالاسم نفسه في: equipments.php · journal.php",,"يدخل المستند — ق-17 إبقاء شامل"
Opportunities/opportunities.php,opportunities.php,"الفرص والزيارات والمناقصات","07 · المبيعات والعقود",الكود,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Opportunities/opportunities.php,opportunities.php,"الفرص والزيارات والمناقصات","07 · المبيعات والعقود","عنوان الفرصة","مرشح للإلغاء","شبهة ازدواج مع «رقم الفرصة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Opportunities/opportunities.php,opportunities.php,"الفرص والزيارات والمناقصات","07 · المبيعات والعقود",القطاع,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Opportunities/opportunities.php,opportunities.php,"الفرص والزيارات والمناقصات","07 · المبيعات والعقود","نوع المعدة","مرشح للإلغاء","شبهة ازدواج مع «نوع الفرصة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Opportunities/opportunities.php,opportunities.php,"الفرص والزيارات والمناقصات","07 · المبيعات والعقود",العدد,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/quotations.php,quotations.php,"عروض الأسعار للعملاء","07 · المبيعات والعقود",الكود,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/quotations.php,quotations.php,"عروض الأسعار للعملاء","07 · المبيعات والعقود",القيمة,"يدخل المستند","موثق بالاسم نفسه في: ceo_approvals.php · ceo_contracts.php · contract_registry.php",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/quotations.php,quotations.php,"عروض الأسعار للعملاء","07 · المبيعات والعقود",الصلاحية,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/products.php,products.php,"كتالوج الخدمات وبنود البيع","07 · المبيعات والعقود",النوع,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · ticket_recur.php",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/products.php,products.php,"كتالوج الخدمات وبنود البيع","07 · المبيعات والعقود","نموذج الإيراد","مرشح للإلغاء","شبهة ازدواج مع «نموذج التسعير» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Clients/products.php,products.php,"كتالوج الخدمات وبنود البيع","07 · المبيعات والعقود","السعر المرجعي","مرشح للإلغاء","شبهة ازدواج مع «الحد الأدنى للسعر» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Clients/pricelists.php,pricelists.php,"قوائم التسعير المعتمدة","07 · المبيعات والعقود",النموذج,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/pricelists.php,pricelists.php,"قوائم التسعير المعتمدة","07 · المبيعات والعقود","السعر الأساس","مرشح للإلغاء","شبهة ازدواج مع «سعر الوحدة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Clients/units_of_measure.php,units_of_measure.php,"وحدات القياس والتحويل","07 · المبيعات والعقود",الرمز,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/units_of_measure.php,units_of_measure.php,"وحدات القياس والتحويل","07 · المبيعات والعقود",الفئة,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · stock.php",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/contract_amendments.php,contract_amendments.php,"ملاحق العقود وتجديداتها","07 · المبيعات والعقود",الكود,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/contract_events.php,contract_events.php,"سجل حركة العقد","07 · المبيعات والعقود",الكود,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Clients/contract_events.php,contract_events.php,"سجل حركة العقد","07 · المبيعات والعقود",الطرف,"يدخل المستند","موثق بالاسم نفسه في: effect_map.php",,"يدخل المستند — ق-17 إبقاء شامل"
Governance/licenses_guarantees.php,licenses.php,"التراخيص والكفالات","07 · المبيعات والعقود",تجديد,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Governance/licenses_guarantees.php,licenses.php,"التراخيص والكفالات","07 · المبيعات والعقود",الاتجاه,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Governance/licenses_guarantees.php,licenses.php,"التراخيص والكفالات","07 · المبيعات والعقود",عن/إلى,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Governance/licenses_guarantees.php,licenses.php,"التراخيص والكفالات","07 · المبيعات والعقود","الطرف المقابل","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Governance/licenses_guarantees.php,licenses.php,"التراخيص والكفالات","07 · المبيعات والعقود",البنك,"يدخل المستند","موثق بالاسم نفسه في: payments.php · supplier_bank.php · employees.php",,"يدخل المستند — ق-17 إبقاء شامل"
Governance/licenses_guarantees.php,licenses.php,"التراخيص والكفالات","07 · المبيعات والعقود",الانتهاء,"مرشح للإلغاء","شبهة ازدواج مع «تاريخ الانتهاء» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","' . $lbl . '","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","خطُّ الأساس (P-10)","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","وقائعُ دورة الحياة (P-11)","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",بند,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",النموذج,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الوصف,"يدخل المستند","موثق بالاسم نفسه في: my_tasks.php · my_requests.php · ticket_open.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الكمية,"يدخل المستند","موثق بالاسم نفسه في: pr.php · unbilled.php · preventive.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الحال,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",السريان,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الفترة,"يدخل المستند","موثق بالاسم نفسه في: my_achievement.php · ceo_board.php · fin_statements.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الصافي,"يدخل المستند","موثق بالاسم نفسه في: final_settlement.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",فاتورته,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","المقعد الفارغ","يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",نوعه,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","دلالته — والمطالبة من العقد لا تُفترض","مرشح للإلغاء","شبهة ازدواج مع «رقم العقد» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",المقعد,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",المعدة,"يدخل المستند","موثق بالاسم نفسه في: tickets_dept.php · ticket_open.php · quota_ledger.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",إلى,"يدخل المستند","موثق بالاسم نفسه في: transfer_ord.php · transfer_req.php · transfer_tariff.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","سبب الاستبدال","يدخل المستند","موثق بالاسم نفسه في: unit_assign.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الصفة,"مرشح للإلغاء","شبهة ازدواج مع «المُنشئ — الاسم والصفة» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",السائقون,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الشهر,"يدخل المستند","موثق بالاسم نفسه في: site_work_calendar.php · monthly_close.php · attendance.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",السبب,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود",الساعات,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/contract_card.php,contract_terms.php,"أحكام العقد — العملات والمقدم والمهل","07 · المبيعات والعقود","الطرف المتحمل","يدخل المستند","موثق بالاسم نفسه في: timesheet.php · stops.php · orders.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",المؤشر,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",عتبة,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",تمرير,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",السريان,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",المرجع,"مرشح للإلغاء","شبهة ازدواج مع «مرجع التفويض» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",الدورة,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",البند,"مرشح للإلغاء","شبهة ازدواج مع «البند المتأثر» في الشاشة نفسها",,"يبقى موسومًا «شبهة ازدواج» — لا حذف (ق-17) ويُراجع وظيفيًّا عند توحيد شاشته"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",المصدر,"يدخل المستند","موثق بالاسم نفسه في: equipments.php · journal.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",الفارق,"يدخل المستند","موثق بالاسم نفسه في: equipment_quota.php",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",المطبَّق,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",قبل,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",بعد,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
Contracts/price_terms.php,price_adjust.php,"آليات تعديل السعر","07 · المبيعات والعقود",النتيجة,"يدخل المستند","خبرة تشغيلية راكمها النظام",,"يدخل المستند — ق-17 إبقاء شامل"
