code,kind,state,live_code,screen,code_occurrences,files,verdict
fin.approve.execute,dictionary,pending,,,4,"tools/u13_coverage_seed.php | tools/u13_gate.php | tools/u13_limit_actions_map.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.approve.need,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.cashflow.generate,dictionary,bound_page,Finance/fin_analysis_actions.php::cashflow_generate,"قائمة التدفقات النقدية",4,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.close,dictionary,bound_page,page:Finance/periods_fin.php,"إقفال الفترة المحاسبية",1,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.contract.margin,dictionary,bound_page,Finance/fin_analysis_actions.php::contract_margin,"هامش العقد ونموذج العمل",4,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.entitle,dictionary,bound_page,Finance/fin_m10_actions.php::entitle_generate,"توليد المستحق من العمل المعتمد",5,"tools/m10_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.entitlement.approve,dictionary,bound_page,page:Finance/entitlement_gate.php,"بوابة الاستحقاق المالي",2,"Finance/entitlement_gate.php | database/migrations/2027_01_19_fix_fn03_entitlement_actions.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.entitlement.reject,dictionary,bound_page,page:Finance/entitlement_gate.php,"بوابة الاستحقاق المالي",2,"Finance/entitlement_gate.php | database/migrations/2027_01_19_fix_fn03_entitlement_actions.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.equity.generate,dictionary,bound_page,Finance/fin_analysis_actions.php::equity_generate,"قائمة التغيرات في حقوق الملكية",3,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.model.upsert,dictionary,bound_page,page:Financing/fin_models.php,"نماذج التمويل ومعالجتها",2,"Financing/fin_models.php | database/migrations/2027_01_20_fix_inj0003_fin_model_action.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.obl.avoidance,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.obl.generate,dictionary,pending,,,2,"tools/u13_coverage_seed.php | tools/u13_gate.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.obl.horizons,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.obl.reclassify,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.obl.sweep,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.obl.terminate,dictionary,pending,,,3,"tools/u13_coverage_seed.php | tools/u13_screens_manifest.php | Finance/ob_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.operation,dictionary,declared_unbuilt,,"عمليات التمويل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
fin.posting.matrix,dictionary,bound_page,Finance/fin_analysis_actions.php::posting_matrix_set,"مصفوفة الترحيل من الإدارات",2,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.project.pl,dictionary,bound_page,Finance/fin_analysis_actions.php::project_pl,"قائمة دخل المشروع",4,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.ratio.compute,dictionary,bound_page,Finance/fin_analysis_actions.php::ratio_compute,"لوحة النسب المالية",3,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.ratio.drill,dictionary,bound_page,Finance/fin_analysis_actions.php::ratio_drill,"تفصيل نسبة مالية",4,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.ratio.target,dictionary,bound_page,Finance/fin_analysis_actions.php::ratio_target_set,"حدود النسب وأهدافها",2,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.route.assert,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.route.backflow,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.route.backflow.close,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.route.backflow.resolve,dictionary,bound_page,,"المرتجَع المالي للإدارات",2,"tools/u13_screens_manifest.php | Finance/acc_backflow.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.route.event,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.signal.raise,dictionary,bound_page,Finance/fin_analysis_actions.php::signal_raise,"الإنذار المالي المبكر",3,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fin.unit.economics,dictionary,bound_page,Finance/fin_analysis_actions.php::unit_economics,"ربحية المعدة الواحدة",4,"tools/m10_ac_gate.php | tools/u12_analysis_register.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
financier.create,dictionary,declared_unbuilt,,"سجل الممولين",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
fleet.model.define,dictionary,bound_page,page:Equipments/fleet_models.php,"موديلات المعدات ومواصفاتها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
found.close,dictionary,bound_page,page:Portal/founding_mode.php,"وضع التأسيس وإغلاقه",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fs.close,dictionary,bound_page,page:Finance/financial_statements_fin.php,"القوائم المالية",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
fv.settle,dictionary,alias,financing.deviation.close,"فروق السداد والاستحقاق",0,,"bound — مربوطٌ بمعالجٍ حي"
fx.set,dictionary,bound_page,page:Finance/currencies_fin.php,"أسعار الصرف",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gate.equip,dictionary,bound_page,page:Operations/site_gate_equip.php,"أذون دخول وخروج المعدات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
gate.pass,dictionary,bound_page,Finance/fin_m10_actions.php::gate_pass,"فحص شروط الاستحقاق",6,"tools/m10_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gate.person,dictionary,bound_page,page:Operations/site_gate_person.php,"أذون دخول وخروج المشغّلين",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
glass.break,dictionary,bound_page,page:Governance/break_glass.php,"صلاحية الطوارئ اللحظية (كسر الزجاج)",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
GOV-RSK-ATTEST,dictionary,bound_page,GOV-RSK-ATTEST,"حوكمة إدارة المخاطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
GOV-RSK-VIEW,dictionary,bound_page,GOV-RSK-VIEW,"حوكمة إدارة المخاطر",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
gov.field.assert,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.field.classify,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.field.propagate,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.fin.attest,dictionary,bound_page,Finance/fin_m10_actions.php::gov_attest,"حوكمة المالية والخزينة",2,"tools/m10_ac_gate.php | Finance/gov_dept_fin.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.fin.view,dictionary,bound_page,Finance/gov_dept_fin.php,"حوكمة المالية والخزينة",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.gov.attest,dictionary,bound_page,Governance/gov_m14_actions.php::gov_attest,"حوكمة الحوكمة والالتزام",2,"tools/m14_ac_gate.php | Governance/gov_dept_gov.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.gov.view,dictionary,bound_page,Governance/gov_dept_gov.php,"حوكمة الحوكمة والالتزام",2,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.sal.attest,dictionary,bound_page,gov.sal.attest,"إشهادُ حوكمةِ المبيعات",3,"tools/cnt19_probe.php | Governance/gov_dept_sal.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.sal.view,dictionary,bound_page,gov.sal.view,"عرضُ حوكمةِ المبيعات",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.sup.attest,dictionary,bound_page,gov.sup.attest,"إشهادُ حوكمةِ الموردين",3,"tools/cnt19_probe.php | Governance/gov_dept_sup.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
gov.sup.view,dictionary,bound_page,gov.sup.view,"عرضُ حوكمةِ الموردين",2,"tools/cnt19_probe.php | database/migrations/2027_05_19_risk_gov_pairs_registry.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
guard.enforce,dictionary,bound_page,page:Governance/guards.php,"تصنيف قواعد المنع",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
hire.offer,dictionary,bound_page,page:Workforce/recruitment_pipeline.php,"التوظيف من الشاغر إلى المباشرة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
house.assign,dictionary,bound_page,page:Workforce/housing_units.php,"السكن والإعاشة والمعسكرات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
iaf.access.log,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.actionplan.set,dictionary,bound_page,page:Audit/iaf_action_plans.php,"خطط المعالجة ومتابعتها",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_action_plans.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.charter.approve,dictionary,bound_page,page:Audit/iaf_charter.php,"ميثاق المراجعة الداخلية",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_charter.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.engagement.open,dictionary,bound_page,page:Audit/iaf_engagements.php,"مهام المراجعة",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_engagements.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.evidence.accept,dictionary,pending,,,3,"tools/u13_coverage_seed.php | tools/u13_screens_manifest.php | Audit/iaf_findings.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.finding.close,dictionary,pending,,,3,"tools/u13_coverage_seed.php | tools/u13_screens_manifest.php | Audit/iaf_findings.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.finding.escalate,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.finding.raise,dictionary,bound_page,page:Audit/iaf_findings.php,"ملاحظات المراجعة",5,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_findings.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.independence.declare,dictionary,bound_page,page:Audit/iaf_independence.php,"إقرارات الاستقلال وتعارض المصالح",3,"tools/fix_inj0013_manifest_actions.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_independence.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.plan.approve,dictionary,bound_page,page:Audit/iaf_plan.php,"خطة المراجعة السنوية",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_plan.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.readonly.assert,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.report.deliver,dictionary,pending,,,1,tools/u13_coverage_seed.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.response.submit,dictionary,bound_page,page:Audit/iaf_responses.php,"ردود الإدارات على الملاحظات",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_responses.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.universe.build,dictionary,bound_page,page:Audit/iaf_universe.php,"الكون الرقابي",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_universe.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
iaf.workpaper.attach,dictionary,bound_page,page:Audit/iaf_workpapers.php,"أوراق العمل والأدلة",4,"tools/fix_inj0013_manifest_actions.php | tools/fix_inj_tests.php | database/migrations/2027_01_22_fix_inj0013_audit_actions.php | Audit/iaf_workpapers.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
idle.close,dictionary,alias,financing.deviation.close,"عقود تمويل بلا حركة",0,,"bound — مربوطٌ بمعالجٍ حي"
insp.decide,dictionary,bound_page,page:Maintenance/inspections.php,"الفحص الفني اليومي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
insp.submit,dictionary,bound_page,page:Maintenance/inspections.php,"الفحص الفني اليومي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
inst.generate,dictionary,alias,financing.installment.pay,"الأقساط ومواعيد السداد",0,,"bound — مربوطٌ بمعالجٍ حي"
inst.prepay,dictionary,alias,financing.installment.pay,"الأقساط ومواعيد السداد",0,,"bound — مربوطٌ بمعالجٍ حي"
inv.issue,dictionary,bound_page,page:Contracts/tax_invoices.php,"فواتير العملاء",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
invoice.cancel,dictionary,declared_unbuilt,,invoice,5,"tools/act_seed_actions.php | tools/act_seed_contracts.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
invoice.issue,dictionary,declared_unbuilt,,invoice,8,"tools/act_nine_path.php | tools/act_seed_actions.php | tools/act_seed_contracts.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
item.critical,dictionary,bound_page,page:Procurement/items_proc.php,"كتالوج الأصناف والقطع الحرجة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
je.post,dictionary,bound_page,page:Finance/journal_form_fin.php,"القيود اليومية",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
job.claim,dictionary,declared_unbuilt,,job,3,"tools/eng01_build_screens.php | Governance/job_queue.php | database/migrations/2027_05_26_eng01_actions_modules_nav.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
job.enqueue,dictionary,declared_unbuilt,,job,3,"tools/eng01_build_screens.php | Governance/job_queue.php | database/migrations/2027_05_26_eng01_actions_modules_nav.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
job.schedule.define,dictionary,declared_unbuilt,,job,3,"tools/eng01_build_screens.php | Governance/job_schedule.php | database/migrations/2027_05_26_eng01_actions_modules_nav.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
journey.escalate,dictionary,bound_page,page:Portal/journey_action.php,Portal,2,Portal/journey_action.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
journey.remind,dictionary,bound_page,page:Portal/journey_action.php,Portal,1,Portal/journey_action.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
kpi.report,dictionary,declared_unbuilt,,"مؤشرات البلاغات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
leave.approve,dictionary,bound_page,page:Workforce/worker_leave_absence.php,"الإجازات والغياب",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
lic.expire,dictionary,bound_page,page:Governance/licenses_guarantees.php,"التراخيص والكفالات",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
link.record,dictionary,bound_page,page:Financing/ownership_links.php,"علاقات الملكية بين الكيانات",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
margin.compute,dictionary,bound_page,Finance/fin_m10_actions.php::margin_compute,"هامش الربح للعقد والواقعة",3,"tools/m10_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
match.exception,dictionary,bound_page,page:Procurement/po_match.php,"مطابقة الفاتورة بالأمر والاستلام",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
meter.fix,dictionary,bound_page,page:Equipments/meter_readings.php,"قراءات العدّادات",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
meter.read,dictionary,bound_page,page:Timesheet/timesheet.php,"تسجيل التايم شيت والإنتاج",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
mnt.return_service,dictionary,bound_page,page:Maintenance/return_to_service.php,Maintenance,0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
model.approve,dictionary,bound_page,page:Financing/fin_models.php,"نماذج التمويل ومعالجتها",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
module.toggle,dictionary,bound_page,page:Settings/modules.php,"صفحات النظام والإدارات",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
move.execute,dictionary,bound_page,page:Workforce/worker_movement.php,"تنقلات العاملين",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
msg.send,dictionary,bound_page,page:chats/send_message.php,المراسلات,2,"tools/u9_def003_binding_campaign.php | app/Services/Work/WorkItemService.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
name.merge,dictionary,bound_page,page:Governance/canonical_names.php,"سجل الأسماء المعتمدة",1,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
op.assign,dictionary,declared_unbuilt,,"تكليف المشغّل على المعدة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
op.code,dictionary,bound_page,page:Employees/equipment_operators.php,"سجل المشغّلين",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
op.deactivate,dictionary,bound_page,page:Employees/equipment_operators.php,"سجل المشغّلين",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
operator.swap,dictionary,alias,swap.request,"توزيع المعدات والمشغّلين",1,tools/nav09_import_actions.php,"bound — مربوطٌ بمعالجٍ حي"
opm.approve,dictionary,bound_page,page:Workforce/op_monthly.php,"الأداء الشهري للمشغّل",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
opp.qualify,dictionary,bound_page,page:Opportunities/opportunities.php,"الفرص والزيارات والمناقصات",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
org.change,dictionary,bound_page,Governance/gov_m14_actions.php::org_change,"الهيكل التنظيمي والمسميات",3,"tools/m14_ac_gate.php | tools/u12_setup.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
owner.link,dictionary,alias,financing.share.transfer,"ملّاك الأسطول",0,,"bound — مربوطٌ بمعالجٍ حي"
pay.execute,dictionary,bound_page,page:Finance/payments_fin.php,"طلبات الدفع والسداد",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
pay.prioritize,dictionary,bound_page,page:Finance/dues_fin.php,"ذمم الموردين والمستحقات",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
pay.request,dictionary,bound_page,page:Finance/payments_fin.php,"طلبات الدفع والسداد",2,tools/m10_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
payroll.approve,dictionary,bound_page,page:Workforce/payroll_runs.php,"مسيّر الرواتب",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
payroll.reverse,dictionary,declared_unbuilt,,payroll,4,"tools/act_seed_actions.php | tools/act_seed_contracts.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
payroll.run,dictionary,declared_unbuilt,,payroll,9,"tools/act_nine_path.php | tools/act_seed_actions.php | tools/act_seed_contracts.php | includes/sod_map.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
pc.sign,dictionary,bound_page,page:Workforce/project_contracts.php,"عقود المشاريع المؤقتة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
pc.trigger,dictionary,bound_page,page:Workforce/project_contracts.php,"عقود المشاريع المؤقتة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
penalty.compute,dictionary,bound_page,page:Contracts/penalties.php,"الجزاءات والحوافز التعاقدية",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
perf.compute,dictionary,bound_page,page:Operations/unit_perf.php,"الأداء الشهري للوحدة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
perf.penalty,dictionary,bound_page,page:Suppliers/supplier_capacity.php,"أداء الموردين وجاهزيتهم",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
period.close,dictionary,alias,period.provisions.run,"الإقفال الشهري للوحدة",1,tools/nav09_import_actions.php,"bound — مربوطٌ بمعالجٍ حي"
period.provisions.reverse,dictionary,declared_unbuilt,,period,4,"tools/act_seed_actions.php | tools/act_seed_contracts.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
perm.trace,dictionary,bound_page,page:Governance/perm_explain.php,"تفسير مصدر الصلاحية",2,tools/m14_ac_gate.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
permit.grant,dictionary,bound_page,page:admin/org_permits.php,"أذون الزيارة والمركبات الخارجية",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
permit.issue,dictionary,bound_page,page:Transport/transfer_permits.php,"تصاريح المسار والحمولة",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
plan.approve,dictionary,bound_page,page:Operations/daily_plan.php,"خطة عمل الغد",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
plan.commit,dictionary,alias,plan.commit,"خطة معدات المورد المتعهَّد بها",2,"tools/cnt19_probe.php | database/migrations/2027_05_20_upgrade_declared_actions.php","bound — مربوطٌ بمعالجٍ حي"
plan.copy,dictionary,bound_page,page:Operations/daily_plan.php,"خطة عمل الغد",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
plan.submit,dictionary,bound_page,page:Operations/daily_plan.php,"خطة عمل الغد",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
pm.generate,dictionary,bound_page,page:Maintenance/preventive_plans.php,"خطط الصيانة الوقائية",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
po.issue,dictionary,bound_page,page:Procurement/orders_proc.php,"أوامر الشراء",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
po.receive.partial,dictionary,bound_page,page:Procurement/orders_proc.php,"أوامر الشراء",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
portal.render,dictionary,declared_unbuilt,,بوابتي,1,app/Services/Work/WorkItemService.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
pr.approve,dictionary,bound_page,page:Procurement/requests_proc.php,"طلبات الشراء",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
pr.raise,dictionary,bound_page,page:Procurement/requests_proc.php,"طلبات الشراء",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
price.approve,dictionary,bound_page,page:Clients/pricelists.php,"قوائم التسعير المعتمدة",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
price.trigger,dictionary,bound_page,page:Contracts/price_terms.php,"آليات تعديل السعر",1,tools/cnt19_probe.php,"used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
proc.rfq.award,dictionary,bound_page,page:Procurement/rfq_compare_award.php,"مقارنة العروض والترسية",2,"Procurement/rfq_compare_award.php | database/migrations/2027_01_18_fix_cs06_register_actions.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
proc.stock.count_adjust,dictionary,bound_page,page:Procurement/wh_count.php,"الجرد والتسويات",4,"tools/fix_action_tests.php | Procurement/wh_count.php | includes/post_contract.php | database/migrations/2027_01_18_fix_cs06_register_actions.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
proc.stock.return_to_warehouse,dictionary,bound_page,page:Procurement/wh_returns.php,المرتجعات,2,"Procurement/wh_returns.php | database/migrations/2027_01_18_fix_cs06_register_actions.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
proc.stock.warehouse_transfer,dictionary,bound_page,page:Procurement/wh_transfer.php,"التحويل بين المخازن",2,"Procurement/wh_transfer.php | database/migrations/2027_01_18_fix_cs06_register_actions.php","used_unbound — يظهر في الكودِ وربطُه غيرُ موثَّق"
prod.confirm,dictionary,bound_page,page:Operations/production.php,"الإنتاج والقياس",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
prod.save,dictionary,bound_page,page:Operations/production.php,"الإنتاج والقياس",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
prof.update,dictionary,declared_unbuilt,,"ملفي الشخصي",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
project.charter,dictionary,bound_page,page:Portal/project_charter.php,"قرار فتح مشروع جديد",0,,"dictionary_only — قاموسٌ بلا أثرٍ في الكود (معلَّق)"
