role_id	role	uid	seq	group	label	href	route	matrix_n	status	canonical
4	ادارة الموارد البشرية	7	32	متابعة الموارد	صندوقُ موافقاتي — ما ينتظر يدي	../Approvals/requests.php	Approvals/requests.php	23	PENDING_OWNER	صندوقُ موافقاتي — ما ينتظر يدي
4	ادارة الموارد البشرية	7	33	تقارير الموارد	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
4	ادارة الموارد البشرية	7	34	تقارير الموارد	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
4	ادارة الموارد البشرية	7	35	تقارير الموارد	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
4	ادارة الموارد البشرية	7	36	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
4	ادارة الموارد البشرية	7	37	خارج الوثيقة — بانتظار قرار المالك	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
4	ادارة الموارد البشرية	7	38	العمل اليومي	احتياج القوى والتخطيط	../Workforce/workforce_requirement.php	Workforce/workforce_requirement.php	322	PENDING_OWNER	احتياج القوى والتخطيط
4	ادارة الموارد البشرية	7	39	العمل اليومي	المسميات الوظيفية	../Employees/job_titles.php	Employees/job_titles.php	185	PENDING_OWNER	المسميات الوظيفية
4	ادارة الموارد البشرية	7	40	العمل اليومي	الأدوار الوظيفية	../Employees/employee_roles.php	Employees/employee_roles.php	184	PENDING_OWNER	الأدوار الوظيفية
4	ادارة الموارد البشرية	7	41	العمل اليومي	ملف العامل التشغيلي	../Workforce/worker_register.php	Workforce/worker_register.php	329	PENDING_OWNER	ملف العامل التشغيلي
4	ادارة الموارد البشرية	7	42	العمل اليومي	عقود العاملين	../Workforce/worker_contract.php	Workforce/worker_contract.php	325	PENDING_OWNER	عقود العاملين
4	ادارة الموارد البشرية	7	43	العمل اليومي	تسويات العاملين	../Workforce/worker_settlement.php	Workforce/worker_settlement.php	323	APPROVED	تسويات العاملين
4	ادارة الموارد البشرية	7	44	العمل اليومي	ميزانية إدارتي	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
4	ادارة الموارد البشرية	7	45	العمل اليومي	الذمم والتحصيل	../Finance/dues_fin.php	Finance/dues_fin.php	108	APPROVED	ذمم الموردين والمستحقات
4	ادارة الموارد البشرية	7	46	العمل اليومي	الإعدادات	../Settings/settings.php	Settings/settings.php	20	APPROVED	الإعدادات
4	ادارة الموارد البشرية	7	47	العمل اليومي	تسويات الموظفين	../Workforce/employee_settlements.php	Workforce/employee_settlements.php	324	PENDING_OWNER	تسويات الموظفين
4	ادارة الموارد البشرية	7	48	العمل اليومي	تنقلات العاملين	../Workforce/worker_movement.php	Workforce/worker_movement.php	316	APPROVED	تنقلات العاملين
4	ادارة الموارد البشرية	7	49	العمل اليومي	السكن والإعاشة	../Workforce/housing_units.php	Workforce/housing_units.php	317	APPROVED	السكن والإعاشة والمعسكرات
4	ادارة الموارد البشرية	7	50	العمل اليومي	سجل الأحداث التشغيلية	../Workforce/worker_worklog.php	Workforce/worker_worklog.php	330	PENDING_OWNER	سجل الأحداث التشغيلية
4	ادارة الموارد البشرية	7	51	العمل اليومي	مركز التقارير	../Reports/reports.php	Reports/reports.php	13	APPROVED	مركز التقارير — التنفيذية
4	ادارة الموارد البشرية	7	52	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
4	ادارة الموارد البشرية	7	53	العمل اليومي	سجل العقود الموحّد	../Workforce/contract_registry.php	Workforce/contract_registry.php	10	APPROVED	سجل العقود الموحَّد
4	ادارة الموارد البشرية	7	54	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
4	ادارة الموارد البشرية	7	55	المخاطر	مساحة مخاطر الإدارة	../Risk/dept_risk_space.php	Risk/dept_risk_space.php	74	PENDING_OWNER	مساحة مخاطر الإدارة
5	إدارة الموقع (قديم — مدمج في 6)	0	1	— خارج التبويب	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
5	إدارة الموقع (قديم — مدمج في 6)	0	2	— خارج التبويب	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
5	إدارة الموقع (قديم — مدمج في 6)	0	3	العمل اليومي	غرفة عمليات التشغيل	../Operations/operations_room.php	Operations/operations_room.php	276	APPROVED	غرفة عمليات المواقع
5	إدارة الموقع (قديم — مدمج في 6)	0	4	العمل اليومي	مساحة التوزيع	../Operations/distribution_space.php	Operations/distribution_space.php	271	APPROVED	تكليف المشغّل على المعدة
5	إدارة الموقع (قديم — مدمج في 6)	0	5	العمل اليومي	تسجيل الوحدات	../Timesheet/timesheet_type.php	Timesheet/timesheet_type.php	22	APPROVED	تسجيل التايم شيت والإنتاج — الحوكمة
5	إدارة الموقع (قديم — مدمج في 6)	0	6	العمل اليومي	خطة عمل الغد	../Operations/daily_plan.php	Operations/daily_plan.php	340	APPROVED	خطة عمل الغد
5	إدارة الموقع (قديم — مدمج في 6)	0	7	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
5	إدارة الموقع (قديم — مدمج في 6)	0	8	العمل اليومي	طلباتي المالية	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
5	إدارة الموقع (قديم — مدمج في 6)	0	9	المتابعة والموافقات	أحكام العميل والمورد والمشغّل	../Finance/unit_records_fin.php	Finance/unit_records_fin.php	143	PENDING_OWNER	أحكام العميل والمورد والمشغّل
5	إدارة الموقع (قديم — مدمج في 6)	0	10	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
5	إدارة الموقع (قديم — مدمج في 6)	0	11	المتابعة والموافقات	الميزانية والانحراف	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
5	إدارة الموقع (قديم — مدمج في 6)	0	12	السجلات الرئيسية	المشرفين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
5	إدارة الموقع (قديم — مدمج في 6)	0	13	السجلات الرئيسية	المعاملات المالية	../Finance/events_list_fin.php	Finance/events_list_fin.php	123	APPROVED	سجل الأحداث المالية
5	إدارة الموقع (قديم — مدمج في 6)	0	14	السجلات الرئيسية	حاويات العقود	../Operations/containers.php	Operations/containers.php	270	APPROVED	إسناد المعدات للوحدات
5	إدارة الموقع (قديم — مدمج في 6)	0	15	السجلات الرئيسية	مواقع التنفيذ	../Projects/sites.php	Projects/sites.php	64	PENDING_OWNER	مواقع التنفيذ
5	إدارة الموقع (قديم — مدمج في 6)	0	16	التقارير والتحليلات	التكاليف والربحية	../Finance/cost_report_fin.php	Finance/cost_report_fin.php	119	APPROVED	التكاليف والربحية بالمركز
5	إدارة الموقع (قديم — مدمج في 6)	0	17	التقارير والتحليلات	مركز التقارير	../Reports/reports.php	Reports/reports.php	13	APPROVED	مركز التقارير — التنفيذية
5	إدارة الموقع (قديم — مدمج في 6)	0	18	الإعدادات والتدقيق	الإعدادات	../Settings/settings.php	Settings/settings.php	20	APPROVED	الإعدادات
6	إدارة الموقع	8	1	لوحة الموقع	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
6	إدارة الموقع	8	2	لوحة الموقع	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
6	إدارة الموقع	8	3	لوحة الموقع	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
6	إدارة الموقع	8	4	لوحة الموقع	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
6	إدارة الموقع	8	5	لوحة الموقع	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
6	إدارة الموقع	8	6	لوحة الموقع	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
6	إدارة الموقع	8	7	لوحة الموقع	غرفة عمليات المواقع	../Operations/operations_room.php	Operations/operations_room.php	276	APPROVED	غرفة عمليات المواقع
6	إدارة الموقع	8	8	لوحة الموقع	جدول عمل المنجم — الأسبوعي والشهري	../Operations/site_work_calendar.php	Operations/site_work_calendar.php	342	APPROVED	جدول عمل المنجم — الأسبوعي والشهري
6	إدارة الموقع	8	9	لوحة الموقع	جدول الورديات — النهار والليل	../Operations/site_shift_plan.php	Operations/site_shift_plan.php	345	APPROVED	جدول الورديات — النهار والليل
6	إدارة الموقع	8	10	لوحة الموقع	خطة عمل الغد	../Operations/daily_plan.php	Operations/daily_plan.php	340	APPROVED	خطة عمل الغد
6	إدارة الموقع	8	11	لوحة الموقع	أذون دخول وخروج المعدات	../Operations/site_gate_equip.php	Operations/site_gate_equip.php	346	APPROVED	أذون دخول وخروج المعدات
6	إدارة الموقع	8	12	لوحة الموقع	أذون دخول وخروج المشغّلين	../Operations/site_gate_person.php	Operations/site_gate_person.php	347	APPROVED	أذون دخول وخروج المشغّلين
6	إدارة الموقع	8	13	لوحة الموقع	أذون الزيارة والمركبات الخارجية	../admin/org_permits.php	admin/org_permits.php	344	APPROVED	أذون الزيارة والمركبات الخارجية
6	إدارة الموقع	8	14	لوحة الموقع	سجل المعدات	../Equipments/equipments.php	Equipments/equipments.php	256	PENDING_DEDUP	سجل المعدات
6	إدارة الموقع	8	15	لوحة الموقع	سجل المشغّلين	../Employees/equipment_operators.php	Employees/equipment_operators.php	183	APPROVED	سجل المشغّلين
6	إدارة الموقع	8	16	لوحة الموقع	تكليف المشغّل على المعدة	../Operations/distribution_space.php	Operations/distribution_space.php	271	APPROVED	تكليف المشغّل على المعدة
6	إدارة الموقع	8	17	لوحة الموقع	جاهزية المعدات للتشغيل	../Fleet/readiness_board.php	Fleet/readiness_board.php	262	APPROVED	جاهزية المعدات للتشغيل
6	إدارة الموقع	8	18	لوحة الموقع	وثائق المعدات والمشغّلين	../Equipments/equipment_documents.php	Equipments/equipment_documents.php	260	APPROVED	وثائق المعدات والمشغّلين
6	إدارة الموقع	8	19	لوحة الموقع	سجل الوردية	../Operations/shift_log.php	Operations/shift_log.php	314	APPROVED	سجل الوردية
6	إدارة الموقع	8	20	لوحة الموقع	تسجيل التايم شيت والإنتاج	../Timesheet/timesheet.php	Timesheet/timesheet.php	341	APPROVED	تسجيل التايم شيت والإنتاج — الموقع
6	إدارة الموقع	8	21	لوحة الموقع	الإنتاج والقياس	../Operations/production.php	Operations/production.php	273	APPROVED	الإنتاج والقياس
6	إدارة الموقع	8	22	لوحة الموقع	التوقفات وتحديد المتحمل	../Operations/stops_unattributed.php	Operations/stops_unattributed.php	267	APPROVED	التوقفات وتحديد المتحمل
6	إدارة الموقع	8	23	لوحة الموقع	قيدُ الوردية اليومي	../Operations/shift_entry.php	Operations/shift_entry.php	343	APPROVED	القيد اليومي للوردية
6	إدارة الموقع	8	24	لوحة الموقع	صندوق ما ينتظر اعتمادي	../Finance/approvals_inbox.php	Finance/approvals_inbox.php	331	APPROVED	صندوق ما ينتظر اعتمادي
6	إدارة الموقع	8	25	لوحة الموقع	بلاغات إدارتي	../Tickets/dept_inbox.php	Tickets/dept_inbox.php	334	APPROVED	صندوقُ بلاغاتِ الإدارة
6	إدارة الموقع	8	26	لوحة الموقع	أبلغ عن مشكلة من هذه الشاشة	../Tickets/ticket_contextual_open.php	Tickets/ticket_contextual_open.php	332	APPROVED	أبلغ عن مشكلة من هذه الشاشة
6	إدارة الموقع	8	27	لوحة الموقع	أوامر الصيانة	../Maintenance/orders.php	Maintenance/orders.php	278	APPROVED	أوامر الصيانة
6	إدارة الموقع	8	28	لوحة الموقع	الفحص الفني اليومي	../Maintenance/inspections.php	Maintenance/inspections.php	277	APPROVED	الفحص الفني اليومي
6	إدارة الموقع	8	29	لوحة الموقع	أوامر الترحيل	../Transport/transfer_orders_list.php	Transport/transfer_orders_list.php	300	APPROVED	أوامر الترحيل
6	إدارة الموقع	8	30	لوحة الموقع	صرف مواد من المخزن	../Procurement/issue_proc.php	Procurement/issue_proc.php	286	APPROVED	صرف مواد من المخزن
6	إدارة الموقع	8	31	لوحة الموقع	أرصدة المخزون بحالاتها	../Procurement/stock_proc.php	Procurement/stock_proc.php	289	APPROVED	أرصدة المخزون بحالاتها
6	إدارة الموقع	8	32	لوحة الموقع	العهد والمرتجعات	../Procurement/receipt_custody_proc.php	Procurement/receipt_custody_proc.php	287	APPROVED	الاستلام المؤقت
6	إدارة الموقع	8	33	إقفال اليوم	الإقفال الشهري للوحدة	../Operations/monthly_close.php	Operations/monthly_close.php	269	APPROVED	الإقفال الشهري للوحدة
6	إدارة الموقع	8	34	إقفال اليوم	ميزانية إدارتي	../Finance/budget_dept.php	Finance/budget_dept.php	230	APPROVED	ميزانية إدارتي — التمويل
6	إدارة الموقع	8	35	إقفال اليوم	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
6	إدارة الموقع	8	36	إقفال اليوم	مركز التقارير	../emsreports/index.php	emsreports/index.php	19	PENDING_DEDUP	مركز التقارير — الحوكمة
6	إدارة الموقع	8	37	سجلات الموقع	عقود العملاء	../Contracts/contracts.php	Contracts/contracts.php	197	APPROVED	عقود العملاء
6	إدارة الموقع	8	38	سجلات الموقع	المشاريع والمواقع	../Projects/projects.php	Projects/projects.php	200	APPROVED	المشاريع والمواقع
6	إدارة الموقع	8	39	سجلات الموقع	الحضور والانصراف	../Operations/attendance.php	Operations/attendance.php	181	APPROVED	الحضور والانصراف
6	إدارة الموقع	8	40	سجلات الموقع	الإجازات والغياب	../Workforce/worker_leave_absence.php	Workforce/worker_leave_absence.php	319	APPROVED	الإجازات والغياب
6	إدارة الموقع	8	41	طلبات الموقع	طلبات الشراء	../Procurement/requests_proc.php	Procurement/requests_proc.php	284	APPROVED	طلبات الشراء
6	إدارة الموقع	8	42	طلبات الموقع	طلبات الترحيل	../Transport/transfer_requests.php	Transport/transfer_requests.php	301	APPROVED	طلبات الترحيل
6	إدارة الموقع	8	43	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
6	إدارة الموقع	8	44	فريق العمل	قاموسُ المبتدئ	../main/glossary.php	main/glossary.php	356	PENDING_OWNER	قاموسُ المبتدئ — بلغةِ أولِ يوم
6	إدارة الموقع	8	45	خارج الوثيقة — بانتظار قرار المالك	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
6	إدارة الموقع	8	46	العمل اليومي	طلب مالي جديد	../FinRequests/request_form.php	FinRequests/request_form.php	130	PENDING_OWNER	طلب مالي جديد
6	إدارة الموقع	8	47	العمل اليومي	خريطة التشغيل اليومية	../movement/map_page.php	movement/map_page.php	46	PENDING_OWNER	خريطة التشغيل اليومية
6	إدارة الموقع	8	48	العمل اليومي	مركز التقارير	../Reports/reports.php	Reports/reports.php	13	APPROVED	مركز التقارير — التنفيذية
6	إدارة الموقع	8	49	العمل اليومي	الورديات	../movement/movement_operations.php	movement/movement_operations.php	33	PENDING_OWNER	الورديات
6	إدارة الموقع	8	50	العمل اليومي	سجل الأحداث المالية	../Finance/events_list_fin.php	Finance/events_list_fin.php	123	APPROVED	سجل الأحداث المالية
6	إدارة الموقع	8	51	العمل اليومي	التكاليف والربحية	../Finance/cost_report_fin.php	Finance/cost_report_fin.php	119	APPROVED	التكاليف والربحية بالمركز
6	إدارة الموقع	8	52	العمل اليومي	الإعدادات	../Settings/settings.php	Settings/settings.php	20	APPROVED	الإعدادات
6	إدارة الموقع	8	53	العمل اليومي	ميزانية إدارتي	../Finance/budget_form_fin.php	Finance/budget_form_fin.php	124	PENDING_OWNER	ميزانية إدارتي — المالية
6	إدارة الموقع	8	54	العمل اليومي	نطاقات العقد التشغيلية	../Contracts/contract_sites.php	Contracts/contract_sites.php	212	APPROVED	نطاقات العقد التشغيلية
6	إدارة الموقع	8	55	العمل اليومي	الجدول الشهري للعقد	../Contracts/contract_monthly_plan.php	Contracts/contract_monthly_plan.php	203	APPROVED	الجدول الشهري للعقد
6	إدارة الموقع	8	56	العمل اليومي	خطة موارد العقد	../Contracts/contract_resource_plan.php	Contracts/contract_resource_plan.php	209	APPROVED	خطة موارد العقد
6	إدارة الموقع	8	57	العمل اليومي	تسجيل التايم شيت والإنتاج	../Timesheet/timesheet_type.php	Timesheet/timesheet_type.php	22	APPROVED	تسجيل التايم شيت والإنتاج — الحوكمة
6	إدارة الموقع	8	58	العمل اليومي	أحكام العميل والمورد والمشغّل	../Finance/unit_records_fin.php	Finance/unit_records_fin.php	143	PENDING_OWNER	أحكام العميل والمورد والمشغّل
6	إدارة الموقع	8	59	العمل اليومي	التكليفات التنظيمية	../admin/org_assignments.php	admin/org_assignments.php	41	APPROVED	التكليفات التنظيمية
6	إدارة الموقع	8	60	المتابعة والموافقات	موافقات إدارتي	../FinRequests/dept_inbox.php	FinRequests/dept_inbox.php	144	APPROVED	موافقات إدارتي
6	إدارة الموقع	8	61	المخاطر	مخاطرُ الميدان	../Risk/risk_field.php	Risk/risk_field.php	86	APPROVED	مخاطر الميدان
6	إدارة الموقع	8	62	المخاطر	مساحة مخاطر الإدارة	../Risk/dept_risk_space.php	Risk/dept_risk_space.php	74	PENDING_OWNER	مساحة مخاطر الإدارة
9	الإدارة التنفيذية	881	1	لوحة الإدارة التنفيذية	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
9	الإدارة التنفيذية	881	2	لوحة الإدارة التنفيذية	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
9	الإدارة التنفيذية	881	3	لوحة الإدارة التنفيذية	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
9	الإدارة التنفيذية	881	4	لوحة الإدارة التنفيذية	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
9	الإدارة التنفيذية	881	5	لوحة الإدارة التنفيذية	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
9	الإدارة التنفيذية	881	6	لوحة الإدارة التنفيذية	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
9	الإدارة التنفيذية	881	7	لوحة الإدارة التنفيذية	لوحة المدير التنفيذي	../Portal/ceo_board.php	Portal/ceo_board.php	5	APPROVED	لوحة الرئيس التنفيذي
9	الإدارة التنفيذية	881	8	نماذج العمل والحدود	نماذج العمل ووحدات القياس	../Portal/business_models.php	Portal/business_models.php	195	APPROVED	نماذج العمل ووحدات القياس
9	الإدارة التنفيذية	881	9	نماذج العمل والحدود	الموازنة العامة	../Finance/budget_master.php	Finance/budget_master.php	6	APPROVED	الموازنة العامة
9	الإدارة التنفيذية	881	10	الاعتمادات العليا	اعتمادات المدير التنفيذي	../Portal/ceo_approvals.php	Portal/ceo_approvals.php	1	APPROVED	اعتمادات الرئيس التنفيذي
9	الإدارة التنفيذية	881	11	الاعتمادات العليا	التفويض بالتوقيع	../Governance/signing_authority.php	Governance/signing_authority.php	57	PENDING_OWNER	التفويض بالتوقيع
9	الإدارة التنفيذية	881	12	توقيع العقود	توقيع العقود والالتزامات	../Portal/ceo_contracts.php	Portal/ceo_contracts.php	8	APPROVED	العقود والالتزامات المحجوزة أو المصعَّدة
9	الإدارة التنفيذية	881	13	توقيع العقود	مراجعة العقود وملاحظاتها	../Portal/contract_review.php	Portal/contract_review.php	9	APPROVED	مراجعة العقود وملاحظاتها
9	الإدارة التنفيذية	881	14	توقيع العقود	سجل العقود الموحَّد	../Workforce/contract_registry.php	Workforce/contract_registry.php	10	APPROVED	سجل العقود الموحَّد
9	الإدارة التنفيذية	881	15	فتح المشاريع	قرار فتح مشروع جديد	../Portal/project_charter.php	Portal/project_charter.php	7	APPROVED	قرار فتح مشروع جديد
9	الإدارة التنفيذية	881	16	فتح المشاريع	الهيكل التنظيمي والمسميات	../admin/org_structure.php	admin/org_structure.php	40	APPROVED	الهيكل التنظيمي والمسميات
9	الإدارة التنفيذية	881	17	فتح المشاريع	التكليفات التنظيمية	../admin/org_assignments.php	admin/org_assignments.php	41	APPROVED	التكليفات التنظيمية
9	الإدارة التنفيذية	881	18	المخاطر والحسم	المخاطر والقرارات العليا	../Portal/ceo_risk.php	Portal/ceo_risk.php	17	APPROVED	المخاطر والقرارات العليا
9	الإدارة التنفيذية	881	19	المخاطر والحسم	المخاطر التجارية	../Clients/commercial_risks.php	Clients/commercial_risks.php	18	APPROVED	المخاطر التجارية
9	الإدارة التنفيذية	881	20	الرقابة العليا	القوائم المالية	../Finance/financial_statements_fin.php	Finance/financial_statements_fin.php	113	APPROVED	القوائم المالية
9	الإدارة التنفيذية	881	21	الرقابة العليا	هامش الربح للعقد والواقعة	../Reports/margin_report.php	Reports/margin_report.php	14	PENDING_OWNER	هامش الربح للعقد والواقعة
9	الإدارة التنفيذية	881	22	الرقابة العليا	إنجاز الإدارة	../Portal/dept_achievement.php	Portal/dept_achievement.php	231	APPROVED	إنجاز الإدارة
9	الإدارة التنفيذية	881	23	الرقابة العليا	مؤشرات البلاغات	../Tickets/ticket_dashboard.php	Tickets/ticket_dashboard.php	338	APPROVED	مؤشرات البلاغات
9	الإدارة التنفيذية	881	24	التأسيس والإصدار	وضع التأسيس وإغلاقه	../Portal/founding_mode.php	Portal/founding_mode.php	15	APPROVED	وضع التأسيس وإغلاقه
9	الإدارة التنفيذية	881	25	التأسيس والإصدار	بصمة الإصدار وتقرير النشر	../Portal/release_stamp.php	Portal/release_stamp.php	16	APPROVED	بصمة الإصدار وتقرير النشر
9	الإدارة التنفيذية	881	26	التقارير والتصدير	تقارير الإدارة التنفيذية	../Portal/ceo_reports.php	Portal/ceo_reports.php	353	PENDING_OWNER	تقارير الإدارة التنفيذية
9	الإدارة التنفيذية	881	27	التقارير والتصدير	تقارير الحوكمة	../Governance/gov_reports.php	Governance/gov_reports.php	48	PENDING_DEDUP	تقارير الحوكمة
9	الإدارة التنفيذية	881	28	التقارير والتصدير	تقارير المراجعة للجهة المشرفة	../Audit/iaf_reports.php	Audit/iaf_reports.php	90	APPROVED	تقارير الجهة المشرفة
9	الإدارة التنفيذية	881	29	التقارير والتصدير	تقارير المخاطر والتحليلات	../Risk/risk_reports.php	Risk/risk_reports.php	70	APPROVED	تقارير المخاطر والتحليلات
9	الإدارة التنفيذية	881	30	التقارير والتصدير	حدود المبالغ	../Governance/authority_caps.php	Governance/authority_caps.php	60	PENDING_OWNER	حدود المبالغ
9	الإدارة التنفيذية	881	31	فريق العمل	إدارة المعاونين	../main/project_users.php	main/project_users.php	358	PENDING_OWNER	إدارة المعاونين
9	الإدارة التنفيذية	881	32	فريق العمل	مساحة عملي	../main/my_workspace.php	main/my_workspace.php	349	APPROVED	مساحة عملي
9	الإدارة التنفيذية	881	33	العمل اليومي	تقارير المراجعة الداخلية	../Portal/ceo_audit_reports.php	Portal/ceo_audit_reports.php	352	PENDING_OWNER	تقارير المراجعة الداخلية
9	الإدارة التنفيذية	881	34	العمل اليومي	موافقات التكليف	../Portal/ceo_assignments.php	Portal/ceo_assignments.php	350	PENDING_OWNER	موافقات التكليف
12	ادارة المبيعات	13	1	لوحة الإدارة	الرئيسية	../main/role_board.php	main/role_board.php	354	PENDING_OWNER	الرئيسية — الشخصية — التقارير والتحليلات
12	ادارة المبيعات	13	2	لوحة الإدارة	المراسلات	../chats/index.php	chats/index.php	351	PENDING_OWNER	المراسلات
12	ادارة المبيعات	13	3	لوحة الإدارة	مهامي	../Portal/my_tasks.php	Portal/my_tasks.php	2	APPROVED	مهامي
12	ادارة المبيعات	13	4	لوحة الإدارة	إنجازي	../Portal/my_achievement.php	Portal/my_achievement.php	3	APPROVED	إنجازي
12	ادارة المبيعات	13	5	لوحة الإدارة	بوابتي	../Portal/my_portal.php	Portal/my_portal.php	348	APPROVED	بوابتي
12	ادارة المبيعات	13	6	لوحة الإدارة	طلباتي	../FinRequests/my_requests.php	FinRequests/my_requests.php	4	APPROVED	طلباتي
12	ادارة المبيعات	13	7	لوحة الإدارة	سجل العملاء	../Clients/clients.php	Clients/clients.php	199	APPROVED	سجل العملاء
12	ادارة المبيعات	13	8	لوحة الإدارة	كشف حساب العميل	../Contracts/client_statement.php	Contracts/client_statement.php	145	APPROVED	كشف حساب العميل
12	ادارة المبيعات	13	9	لوحة الإدارة	الفرص والزيارات والمناقصات	../Opportunities/opportunities.php	Opportunities/opportunities.php	191	APPROVED	الفرص والزيارات والمناقصات
12	ادارة المبيعات	13	10	لوحة الإدارة	المشاريع والمواقع	../Projects/projects.php	Projects/projects.php	200	APPROVED	المشاريع والمواقع
12	ادارة المبيعات	13	11	لوحة الإدارة	عروض الأسعار للعملاء	../Clients/quotations.php	Clients/quotations.php	192	APPROVED	عروض الأسعار للعملاء
12	ادارة المبيعات	13	12	لوحة الإدارة	نماذج العمل ووحدات القياس	../Portal/business_models.php	Portal/business_models.php	195	APPROVED	نماذج العمل ووحدات القياس
12	ادارة المبيعات	13	13	لوحة الإدارة	كتالوج الخدمات وبنود البيع	../Clients/products.php	Clients/products.php	194	APPROVED	كتالوج الخدمات وبنود البيع
12	ادارة المبيعات	13	14	لوحة الإدارة	قوائم التسعير المعتمدة	../Clients/pricelists.php	Clients/pricelists.php	193	APPROVED	قوائم التسعير المعتمدة
12	ادارة المبيعات	13	15	لوحة الإدارة	وحدات القياس والتحويل	../Clients/units_of_measure.php	Clients/units_of_measure.php	196	APPROVED	وحدات القياس والتحويل
12	ادارة المبيعات	13	16	لوحة الإدارة	عقود العملاء	../Contracts/contracts.php	Contracts/contracts.php	197	APPROVED	عقود العملاء
12	ادارة المبيعات	13	17	لوحة الإدارة	سجل العقود الموحَّد	../Workforce/contract_registry.php	Workforce/contract_registry.php	10	APPROVED	سجل العقود الموحَّد
12	ادارة المبيعات	13	18	لوحة الإدارة	مراجعة العقود وملاحظاتها	../Portal/contract_review.php	Portal/contract_review.php	9	APPROVED	مراجعة العقود وملاحظاتها
12	ادارة المبيعات	13	19	لوحة الإدارة	ملاحق العقود وتجديداتها	../Clients/contract_amendments.php	Clients/contract_amendments.php	187	APPROVED	ملاحق العقود وتجديداتها
12	ادارة المبيعات	13	20	لوحة الإدارة	سجل حركة العقد	../Clients/contract_events.php	Clients/contract_events.php	188	APPROVED	سجل حركة العقد
12	ادارة المبيعات	13	21	لوحة الإدارة	التراخيص والكفالات	../Governance/licenses_guarantees.php	Governance/licenses_guarantees.php	62	PENDING_OWNER	التراخيص والكفالات
12	ادارة المبيعات	13	22	لوحة الإدارة	التزام العقد بنوع المعدة	../Contracts/contract_coverage.php	Contracts/contract_coverage.php	219	APPROVED	التزام العقد بنوع المعدة
12	ادارة المبيعات	13	23	لوحة الإدارة	الوحدات التعاقدية المرقَّمة	../Operations/containers.php	Operations/containers.php	270	APPROVED	إسناد المعدات للوحدات
12	ادارة المبيعات	13	24	لوحة الإدارة	أحكام العقد — العملات والمقدم والمهل	../Contracts/contract_card.php	Contracts/contract_card.php	215	APPROVED	أحكام العقد — العملات والمقدم والمهل
12	ادارة المبيعات	13	25	لوحة الإدارة	آليات تعديل السعر	../Contracts/price_terms.php	Contracts/price_terms.php	220	PENDING_OWNER	شروط تعديل السعر
