الشركة,"رقم الصف",التاريخ,النوع,الكمية,المشروع,المعدة,المرجع,الحالة
4,UNT-051299,2025-11-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052002,2025-11-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052186,2025-11-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051300,2025-11-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052004,2025-11-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052188,2025-11-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051302,2025-11-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-051303,2025-11-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052189,2025-11-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052005,2025-11-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052006,2025-11-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052190,2025-11-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051304,2025-11-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052192,2025-11-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052008,2025-11-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051306,2025-11-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052193,2025-11-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051307,2025-11-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052009,2025-11-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052010,2025-11-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051308,2025-11-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052194,2025-11-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052196,2025-11-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052012,2025-11-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051310,2025-11-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052197,2025-11-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052013,2025-11-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051311,2025-11-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-051312,2025-11-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052014,2025-11-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052198,2025-11-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052200,2025-11-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051314,2025-11-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052016,2025-11-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052201,2025-11-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052017,2025-11-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051315,2025-11-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052202,2025-11-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051316,2025-11-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052018,2025-11-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052204,2025-11-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051318,2025-11-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052020,2025-11-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052021,2025-11-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051319,2025-11-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052205,2025-11-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052206,2025-11-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-051320,2025-11-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052022,2025-11-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052208,2025-11-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052024,2025-11-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-051322,2025-11-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1060",UAT-B07,converted
4,UNT-052210,2025-12-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052026,2025-12-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044472,2025-12-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-044473,2025-12-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052211,2025-12-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052027,2025-12-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052212,2025-12-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044474,2025-12-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052028,2025-12-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052214,2025-12-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052030,2025-12-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044476,2025-12-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052215,2025-12-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052031,2025-12-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044477,2025-12-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052032,2025-12-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044478,2025-12-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052216,2025-12-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052034,2025-12-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044480,2025-12-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052218,2025-12-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052035,2025-12-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052219,2025-12-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044481,2025-12-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052220,2025-12-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044482,2025-12-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052036,2025-12-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052038,2025-12-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052222,2025-12-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044484,2025-12-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-044485,2025-12-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052039,2025-12-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052223,2025-12-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052040,2025-12-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044486,2025-12-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052224,2025-12-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044488,2025-12-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052042,2025-12-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052226,2025-12-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052043,2025-12-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052227,2025-12-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044489,2025-12-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052044,2025-12-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052228,2025-12-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044490,2025-12-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052230,2025-12-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044492,2025-12-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052046,2025-12-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052047,2025-12-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044493,2025-12-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052231,2025-12-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044494,2025-12-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052048,2025-12-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052232,2025-12-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052050,2025-12-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044496,2025-12-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052234,2025-12-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052051,2025-12-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052235,2025-12-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044497,2025-12-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052236,2025-12-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052052,2025-12-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044498,2025-12-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-044500,2025-12-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052054,2025-12-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-052238,2025-12-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052055,2025-12-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1072",UAT-B07,converted
4,UNT-044501,2025-12-31,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1002",UAT-B07,converted
4,UNT-052239,2025-12-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044943,2026-01-02,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052241,2026-01-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052242,2026-01-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044944,2026-01-03,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052243,2026-01-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044945,2026-01-04,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052245,2026-01-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044947,2026-01-06,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044948,2026-01-07,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052246,2026-01-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052247,2026-01-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044949,2026-01-08,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052249,2026-01-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044951,2026-01-10,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052250,2026-01-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044952,2026-01-11,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044953,2026-01-12,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052251,2026-01-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052253,2026-01-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044955,2026-01-14,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044956,2026-01-15,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052254,2026-01-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044957,2026-01-16,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052255,2026-01-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052257,2026-01-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044959,2026-01-18,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044960,2026-01-19,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052258,2026-01-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052259,2026-01-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044961,2026-01-20,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052261,2026-01-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044963,2026-01-22,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052262,2026-01-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044964,2026-01-23,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044965,2026-01-24,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052263,2026-01-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052265,2026-01-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044967,2026-01-26,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044968,2026-01-27,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052266,2026-01-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052267,2026-01-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044969,2026-01-28,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-044971,2026-01-30,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052269,2026-01-30,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-044972,2026-01-31,متر,0.00,"شركة فاروس لتعدين الذهب المحدودة","خرامة DM1004",UAT-B07,converted
4,UNT-052270,2026-01-31,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052272,2026-02-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052273,2026-02-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052274,2026-02-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052276,2026-02-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052277,2026-02-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052278,2026-02-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052280,2026-02-10,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052281,2026-02-11,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052282,2026-02-12,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052284,2026-02-14,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052285,2026-02-15,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052286,2026-02-16,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052288,2026-02-18,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052289,2026-02-19,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052290,2026-02-20,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052292,2026-02-22,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052293,2026-02-23,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052294,2026-02-24,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052296,2026-02-26,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052297,2026-02-27,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-052298,2026-02-28,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050439,2026-03-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050927,2026-03-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052300,2026-03-02,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050440,2026-03-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052301,2026-03-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050928,2026-03-03,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050441,2026-03-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-050929,2026-03-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052302,2026-03-04,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050931,2026-03-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050443,2026-03-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052304,2026-03-06,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050932,2026-03-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-050444,2026-03-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1090",UAT-B07,converted
4,UNT-052305,2026-03-07,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
4,UNT-050933,2026-03-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","قلاب TQ1098",UAT-B07,converted
4,UNT-052306,2026-03-08,طن,0.00,"شركة فاروس لتعدين الذهب المحدودة","DAEWOO K6DEF 2021",UAT-B07,converted
