timesheet_id,result,effects,adopted,reason
38764,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38765,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38766,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38767,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38768,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38769,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38770,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38771,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38772,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38773,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38774,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38775,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38776,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38777,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38778,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38779,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38780,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38781,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38782,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38783,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38784,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38785,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38786,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38787,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38788,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38789,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38790,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38791,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38792,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38793,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38794,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38795,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38796,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38797,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38798,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38799,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38800,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38801,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38802,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38803,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38804,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38805,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38806,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38807,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38808,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38809,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38810,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38811,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38812,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38813,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38814,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38815,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38816,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38817,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38818,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38819,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38820,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
38821,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39003,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39004,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39005,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39006,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39007,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39008,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39009,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39010,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39011,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39012,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39013,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39014,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39015,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39016,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39017,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39018,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39019,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39020,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39021,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39022,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39023,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39024,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39025,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39026,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39027,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39028,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39029,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39030,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39031,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39032,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39033,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39034,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39035,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39036,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39037,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39038,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39039,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39040,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39041,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39042,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39043,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39044,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39045,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39046,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39047,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39048,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39049,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39050,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39051,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39052,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39053,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39054,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39055,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39056,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39057,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39058,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39059,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39060,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39061,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39062,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39063,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39245,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39246,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39247,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39248,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39249,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39250,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39251,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39252,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39253,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39254,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39255,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39256,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39257,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39258,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39259,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39260,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39261,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39262,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39263,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39264,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39265,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39266,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39267,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39268,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
39269,skipped,0,0,"صفر أثرٍ قابلٍ للتوليد: لا سعر وحدةٍ لنوع المعدة في عقد العميل · لا سعر وحدةٍ لنوع المعدة في أي عقد موردٍ نشط"
