nav_id,role_id,door,label_ar,route,①group_new,②appearance,③parent_screen,④action,⑤alt_route,⑥permission,⑦test
695,6,REC,"نطاقات العقد التشغيلية",Contracts/contract_sites.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
705,6,REC,"الجدول الشهري للعقد",Contracts/contract_monthly_plan.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
709,6,REC,"خطة موارد العقد",Contracts/contract_resource_plan.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
840,6,REC,"التكليفات التنظيمية",admin/org_assignments.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
91,6,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
92,6,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
93,6,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:6,"المسار القديم يصل بلا خطأ (nav_redirects)"
104,7,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
106,7,APPR,"وحدات الأطراف",Finance/unit_records_fin.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
107,7,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
102,7,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
103,7,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
473,7,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
94,7,REC,العملاء,Clients/clients.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
95,7,REC,المشاريع,Projects/projects.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
101,7,REC,العقود,Contracts/contracts.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
105,7,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
618,7,REC,"قراءات العدّادات",Equipments/meter_readings.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
99,7,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
108,7,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
96,7,SET,الصلاحيات,main/users.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
97,7,SET,"أنواع المعدات",Equipments/equipments_types.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
98,7,SET,"سجل النشاط",ActivityLogs/activity_logs.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
100,7,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:7,"المسار القديم يصل بلا خطأ (nav_redirects)"
113,8,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
114,8,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
116,8,DAILY,"المدفوعات والخزينة",Finance/payments_fin.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
474,8,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
109,8,REC,الموردون,Suppliers/suppliers.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
110,8,REC,"مشرفو الموردين",main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
112,8,REC,"عقود الموردين",Suppliers/supplierscontracts.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
111,8,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
115,8,REP,"كشف حساب المورد",Finance/supplier_statement_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
117,8,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:8,"المسار القديم يصل بلا خطأ (nav_redirects)"
126,10,APPR,"وحدات الأطراف",Finance/unit_records_fin.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
121,10,DAILY,التشغيل,Oprators/select_project.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
124,10,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
125,10,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
475,10,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
118,10,REC,المعدات,Equipments/equipments_fleet.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
122,10,REC,المشرفين,main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
128,10,REC,"الأصول والإهلاك",Finance/assets_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
123,10,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
127,10,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
119,10,SET,"الأنواع والموديلات",Equipments/fleet_models.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
120,10,SET,"إعداد الإهلاك",Equipments/fleet_depreciation_profiles.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
129,10,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:10,"المسار القديم يصل بلا خطأ (nav_redirects)"
138,11,APPR,"وحدات الأطراف",Finance/unit_records_fin.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
133,11,DAILY,التشغيل,Oprators/select_project.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
136,11,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
137,11,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
476,11,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
130,11,REC,المعدات,Equipments/equipments_fleet.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
134,11,REC,المشرفين,main/project_users.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
619,11,REC,"قراءات العدّادات",Equipments/meter_readings.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
135,11,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
139,11,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
131,11,SET,"الأنواع والموديلات",Equipments/fleet_models.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
132,11,SET,"إعداد الإهلاك",Equipments/fleet_depreciation_profiles.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
140,11,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:11,"المسار القديم يصل بلا خطأ (nav_redirects)"
146,12,APPR,"المخاطر التجارية",Clients/commercial_risks.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
559,12,APPR,"لوحة الإسناد اليومي",Approvals/attribution_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
155,12,APPR,"جاهزية العروض",Clients/readiness_lines.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
158,12,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
160,12,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
141,12,DAILY,"الفرص البيعية",Opportunities/opportunities.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
145,12,DAILY,"أنشطة العملاء",Clients/activities.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
147,12,DAILY,المناقصات,Clients/tenders.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
148,12,DAILY,"عروض الأسعار",Clients/quotations.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
156,12,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
157,12,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
470,12,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
142,12,REC,العملاء,Clients/clients.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
143,12,REC,المشاريع,Projects/projects.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
144,12,REC,العقود,Contracts/contracts.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
152,12,REC,"ملاحق العقود وتجديداتها",Clients/contract_amendments.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
490,12,REC,المستخلصات,Contracts/claims.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
550,12,REC,"مصفوفة التزامات العقد",Contracts/contract_obligations.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
564,12,REC,"احتساب الجزاءات والحوافز",Contracts/penalties.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
153,12,REC,"سجل حركة العقد",Clients/contract_events.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
612,12,REC,"شروط تعديل السعر",Contracts/price_terms.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
154,12,REC,"التزامات العقود",Clients/contract_commitments.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
657,12,REC,"الفاتورة الضريبية",Contracts/tax_invoices.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
660,12,REC,"كشف حساب العميل",Contracts/client_statement.php,"g7 التقارير",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
670,12,REC,"الذمم والتحصيل",Contracts/collections.php,"g3 السجلات والملفات",★قائمة,,"★مراجعة تكرار الاسم — دمج أو تمييز",,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
159,12,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
693,12,REC,"نطاقات العقد التشغيلية",Contracts/contract_sites.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
699,12,REC,"بنود عقد العميل وقيمته",Contracts/contract_lines.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
703,12,REC,"الجدول الشهري للعقد",Contracts/contract_monthly_plan.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
707,12,REC,"خطة موارد العقد",Contracts/contract_resource_plan.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
714,12,REC,"خطة دفع العقد",Contracts/contract_payment_schedule.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
722,12,REC,"ضمانات العقد",Contracts/contract_guarantees.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
732,12,REC,"ربط الخطة بالفعلي",Contracts/plan_actual_link.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
736,12,REC,"خط أساس العقد",Contracts/contract_baseline.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
744,12,REC,"اقتصاد دورة حياة العقد",Contracts/contract_lifecycle.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
752,12,REC,"اللوحة التجارية للعقود",Contracts/commercial_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
161,12,REP,"مركز التقارير",Reports/reports.php,"g7 التقارير",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
149,12,SET,"قوائم ونماذج التسعير",Clients/pricelists.php,"g7 التقارير",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
150,12,SET,"كتالوج المنتجات والخدمات",Clients/products.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
151,12,SET,"وحدات القياس",Clients/units_of_measure.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
162,12,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:12,"المسار القديم يصل بلا خطأ (nav_redirects)"
170,13,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
172,13,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
163,13,DAILY,"أوامر الصيانة",Maintenance/orders.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
164,13,DAILY,"الفحص الفني اليومي",Maintenance/inspections.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
165,13,DAILY,"الصيانة الوقائية",Maintenance/preventive_plans.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
168,13,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
169,13,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
477,13,HOME,الرئيسية,Maintenance/dashboard_mnt.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
171,13,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
173,13,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
174,13,REP,التقارير,emsreports/index.php,"g7 التقارير",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
166,13,SET,"إعدادات الصيانة",Maintenance/master_data.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
167,13,SET,"تصنيفات الأعطال",Equipments/manage_failure_codes.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
175,13,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:13,"المسار القديم يصل بلا خطأ (nav_redirects)"
183,14,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
185,14,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
176,14,DAILY,"أوامر الصيانة",Maintenance/orders.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
177,14,DAILY,"الفحص الفني اليومي",Maintenance/inspections.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
178,14,DAILY,"الصيانة الوقائية",Maintenance/preventive_plans.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
181,14,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
182,14,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
478,14,HOME,الرئيسية,Maintenance/dashboard_mnt.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
184,14,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
186,14,REP,"التكاليف والربحية",Finance/cost_report_fin.php,"g7 التقارير",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
187,14,REP,التقارير,emsreports/index.php,"g7 التقارير",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
179,14,SET,"إعدادات الصيانة",Maintenance/master_data.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
180,14,SET,"تصنيفات الأعطال",Equipments/manage_failure_codes.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
188,14,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:14,"المسار القديم يصل بلا خطأ (nav_redirects)"
513,15,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
506,15,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
191,15,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
192,15,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
843,15,GOV,"مركز حوكمة الصلاحيات",admin/sec_governance.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
844,15,GOV,"معالج إعداد الموظف",admin/sec_employee_wizard.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
471,15,HOME,الرئيسية,main/role_board.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
190,15,REC,المعاونون,main/all_assistants.php,"g3 السجلات والملفات",★قائمة,,"★مراجعة تكرار الاسم — دمج أو تمييز",,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
789,15,REC,المعاونون,main/project_users.php,"g3 السجلات والملفات",★قائمة,,"★مراجعة تكرار الاسم — دمج أو تمييز",,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
189,15,SET,"إدارة المستخدمين",main/users.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
193,15,SET,الإعدادات,Settings/settings.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:15,"المسار القديم يصل بلا خطأ (nav_redirects)"
206,16,APPR,"موافقات إدارتي",FinRequests/dept_inbox.php,"g4 المراجعة والاعتماد",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
208,16,APPR,"الميزانية والانحراف",Finance/budget_form_fin.php,"g5 المتابعة والاستثناءات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
196,16,DAILY,"طلبات الشراء",Procurement/requests_proc.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
197,16,DAILY,"أوامر الشراء",Procurement/orders_proc.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
198,16,DAILY,"الاستلام المؤقت",Procurement/receipt_custody_proc.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
200,16,DAILY,"صرف المخزون والعهدة",Procurement/issue_proc.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
204,16,DAILY,"طلب مالي جديد",FinRequests/request_form.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
205,16,DAILY,"طلباتي المالية",FinRequests/my_requests.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
209,16,DAILY,"المدفوعات والخزينة",Finance/payments_fin.php,"g2 العمل اليومي",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
194,16,HOME,الرئيسية,Procurement/dashboard_proc.php,"g1 لوحة الإدارة",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
199,16,REC,المخزون,Procurement/stock_proc.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
202,16,REC,"موردو المشتريات",Procurement/suppliers_proc.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
207,16,REC,"المعاملات المالية",Finance/events_list_fin.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
690,16,REC,"طلبات عروض الموردين",Suppliers/rfq_requests.php,"g3 السجلات والملفات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
195,16,SET,"كتالوج الأصناف",Procurement/items_proc.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
201,16,SET,"حدود إعادة الطلب",Procurement/reordering_proc.php,"g8 الإعدادات",★قائمة,,★إبقاء,,role:16,"المسار القديم يصل بلا خطأ (nav_redirects)"
