path	family	suffix	class	rank	reason	bytes	mtime	sha1
docs/fix_2026-08/تصحيح المستندات 1.pdf	تصحيح المستندات 1	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	189942	2026-08-12 21:24	551891076b36e31aa571b1aa1d03c4147e7a7aeb
docs/fix_progress/BINDINGS.md	BINDINGS	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	120568	2026-08-12 20:36	5978476f4d538fd507f7db30d0e698441f476a8e
docs/fix_progress/CLOSURE_RATIONALE.md	CLOSURE_RATIONALE	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	30907	2026-08-13 01:03	481923338b7d3c54fa23cc87d87965bc9fe18c2e
docs/fix_progress/FIX_rules_register.tsv	FIX_rules_register	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	181452	2026-08-13 11:32	88bef1cfe37d30c92f09014cd04779e70efbf18e
docs/fix_progress/INJ_findings_state.tsv	INJ_findings_state	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	30284	2026-08-15 15:45	7c8b5e0d917c5fd5fef175a5d46bfd62ed847c51
docs/fix_progress/OPEN_DECISIONS.md	OPEN_DECISIONS	0	تحتاج قرارًا	3	بنود تنتظر توقيع المالك	5201	2026-08-15 01:23	017a62d49f3ffeda63ad182f40cd862f65208d7e
docs/fix_progress/OWNER_DECISIONS_DATA.md	OWNER_DECISIONS_DATA	0	تحتاج قرارًا	3	بنود تنتظر توقيع المالك	10935	2026-08-15 15:46	a4ebdbe7c31fff88d787df7d0a0bdeec7f66a09d
docs/fix_progress/OWNER_DECISIONS_DUP.md	OWNER_DECISIONS_DUP	0	تحتاج قرارًا	3	بنود تنتظر توقيع المالك	9838	2026-08-15 07:22	df3e1b26f22f4d8414d6a4411b62d2bf9600ea1f
docs/fix_progress/OWNER_DECISIONS_WORKFLOW.md	OWNER_DECISIONS_WORKFLOW	0	تحتاج قرارًا	3	بنود تنتظر توقيع المالك	8292	2026-08-15 11:00	e1095e9f8e795db2b418e0cc056f6ed8b0f845c4
docs/fix_progress/canonical_map_scan.json	canonical_map_scan	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	12192	2026-08-15 11:49	660ff368af217294cf79e0983dac7578c61cd779
docs/fix_progress/covered_screen_map.tsv	covered_screen_map	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	7998	2026-08-13 04:00	3774732b74ddd4b66cc900222940bd6571754ba9
docs/fix_progress/data_mismatch_scope.json	data_mismatch_scope	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	17980	2026-08-15 11:22	b72400fce1dc446853fd9c0aaaa5f63ab53ad5e0
docs/fix_progress/dual_store_measure.json	dual_store_measure	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	48456	2026-08-15 13:53	577d5547f7d7591111b77c15e5eed8f3bdbe5c79
docs/fix_progress/dual_store_measure.md	dual_store_measure	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	2528	2026-08-15 13:53	15ec5d130ab16e33ed170acb782671eeb7bb197e
docs/fix_progress/enum_in_scan.json	enum_in_scan	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	4396	2026-08-15 11:26	f086d33815ef0fff52f04f1364b1b241b69f016c
docs/fix_progress/screen_columns_scan.json	screen_columns_scan	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	47	2026-08-15 12:24	30b5119f61e6354f285652572a11ecfc8a7155ec
docs/fix_progress/ui_optout_map.tsv	ui_optout_map	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	7505	2026-08-13 09:05	dcc5f13b1fa40d3f8e2650122c4751623491de54
docs/fix_progress/workflow_scope.json	workflow_scope	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	9686	2026-08-15 09:26	897fface9e61a0dda471b4a3cd528f6c8392b1a2
docs/nav01/NAV-D1_inventory.csv	NAV-D1_inventory	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	95054	2026-08-02 01:21	d0dbdca2ac28bc9a6ffe26019e8b42b1ca60c3a2
docs/nav01/NAV-D2_matrix_summary_ar.md	NAV-D2_matrix_summary_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	746	2026-08-02 01:21	58508a0794443f9b04854735ba2645d06e0d1e1f
docs/nav01/NAV-D2_migration_matrix.csv	NAV-D2_migration_matrix	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	136552	2026-08-02 01:21	625e823616eb3cb867b1027db35bc46788f9d53f
docs/nav01/NAV-D3_site_roles_merge_ar.md	NAV-D3_site_roles_merge_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	3216	2026-08-02 01:21	26a80e2ef5d6f4438aa56cad2f63d6e7c8c4c20a
docs/nav01/NAV-D6_seven_guard_report.txt	NAV-D6_seven_guard_report	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	7411	2026-08-02 01:21	400063ee540a0e2e864ea0dc8d050d2b7d9f58e0
docs/nav02/PENDING_MERGES.md	PENDING_MERGES	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	1671	2026-08-02 20:21	cd8ca7525f9b7ce3956efd2cf8d5dde22739424f
docs/nav02/matrix_delta.csv	matrix_delta	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	40188	2026-08-02 20:21	cca14d643207ad814379fe78891d415d3840bb5a
docs/nav07/target_delta.csv	target_delta	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	42860	2026-08-02 20:21	a8be0c1874e708153757bd66c5850d0f36ee1bc3
docs/nfr/N-25_timezone_report_ar.md	N-25_timezone_report_ar	0	متخصصة نافذة	4	وثائق NFR	2981	2026-08-02 01:21	714272b7850a637e72516a52eb0d90b93c6d5228
docs/nfr/N-25_utc_migration_plan_ar.md	N-25_utc_migration_plan_ar	0	متخصصة نافذة	4	وثائق NFR	2167	2026-08-02 01:21	15dfc326a93771eed0956ff46a127ec4c6bd0934
docs/nfr/N-26_infra_readiness_ar.md	N-26_infra_readiness_ar	0	متخصصة نافذة	4	وثائق NFR	4139	2026-08-02 05:32	fee4910b6566343ab7aaccb63cc55ddddff24389
docs/owf01/OWF01_register.tsv	OWF01_register	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	92253	2026-08-12 16:35	22f259fa8c8e47d4cc8853ea70cfbc61eb31e0dc
docs/renaming_20260724/VERIFICATION.md	VERIFICATION	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	4457	2026-08-01 20:13	0f2c63af45ee9ce9cdd3d8fa80ef1e6db056dd6c
docs/renaming_20260724/after_modules.tsv	after_modules	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	8896	2026-08-01 20:13	1c18c8515503c2baf870d2b48642288f82a8b38e
docs/renaming_20260724/applied.sql	applied	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	10509	2026-08-01 20:13	84f825fbb5853645bcad35e8b396849b6572b115
docs/renaming_20260724/before_modules.tsv	before_modules	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	9093	2026-08-01 20:13	98f4c7238b114aebca824d56262cebae5c0946d7
docs/renaming_20260724/manifest.json	manifest	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	41741	2026-08-01 20:13	f580ca599f6d1a4db5b9d506e7f181068a793d92
docs/renaming_20260724/rollback.sql	rollback	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	10366	2026-08-01 20:13	fe9ce8a9dacd1fea368a85917c3183325748e6c9
docs/reports/CONTAINER_GATE_WEEK_20260730.md	CONTAINER_GATE_WEEK_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	827	2026-08-01 20:13	6eecdf13f03373cb7da0223e5c67f90ed91914fd
docs/reports/CONTAINER_GATE_WEEK_20260801.md	CONTAINER_GATE_WEEK_20260801	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	827	2026-08-01 20:13	b9c45dcf1fb2b24522f1a0cb21081820b62ece02
docs/reports/CONTAINER_GATE_WEEK_20260812.md	CONTAINER_GATE_WEEK_20260812	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	930	2026-08-12 20:55	80bec746ab38aee096bbf55202d1da0108ac437d
docs/reports/CONTAINER_GATE_WEEK_20260813.md	CONTAINER_GATE_WEEK_20260813	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	930	2026-08-13 00:21	0a3fa45a08679f272c368123121224373c289081
docs/reports/DOC_EXPIRY_RECONCILIATION_20260730.md	DOC_EXPIRY_RECONCILIATION_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	8065	2026-08-01 20:13	3327100f950b07540d30b8029cc4f41eb910dfda
docs/reports/FIX_PROGRESS.md	FIX_PROGRESS	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	1424	2026-08-13 11:32	2bfd718fd1ec5a6d9288f7a62a62acb2aa2cfc89
docs/reports/H-07_SUPPLIER_CONTRACT_MIGRATION_20260730.md	H-07_SUPPLIER_CONTRACT_MIGRATION_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	7119	2026-08-01 20:13	fb81afa996ba6e9fb14a3cd75850394b7b8ef952
docs/reports/H-08_1_MIGRATION_RECONCILIATION_20260730.md	H-08_1_MIGRATION_RECONCILIATION_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	4460	2026-08-01 20:13	4801e628ee53415909b4b2998bffd19ff70af8c6
docs/reports/M-09_PRICE_TERMS_20260730.md	M-09_PRICE_TERMS_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	5449	2026-08-01 20:13	0ae210c2b72e45ed3d29d133c8ff8af8779b77b5
docs/reports/M-25_METER_READINGS_20260730.md	M-25_METER_READINGS_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	6919	2026-08-01 20:13	3de63e40d6476795ef5f1db372d1e53b10826577
docs/reports/N-01_IDEMPOTENCY_MATRIX.md	N-01_IDEMPOTENCY_MATRIX	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	5146	2026-08-01 20:13	5c660cee387f6b945064d0a4ed62eb3b5045fc08
docs/reports/WAVE1_CLOSURE_20260730.md	WAVE1_CLOSURE_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	3317	2026-08-01 20:13	344bc0d85809f47b33c9848dd3ca838d3b4588aa
docs/reports/WAVE2_CLOSURE_20260730.md	WAVE2_CLOSURE_20260730	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	6399	2026-08-01 20:13	7bcf1a58bab3f7b31146359135c8c1f98dc38853
docs/reports/WAVE3B_CLOSURE_20260801.md	WAVE3B_CLOSURE_20260801	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	9349	2026-08-01 20:13	85b09c26b6a88f667f68b08218213ae8c529c5bf
docs/reports/WAVE3_CLOSURE_20260731.md	WAVE3_CLOSURE_20260731	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	6203	2026-08-01 20:13	d75b0aba72c84901019260e672c0feafd00eb381
docs/reports/WAVE4_CLOSURE_20260801.md	WAVE4_CLOSURE_20260801	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	6626	2026-08-01 20:13	fdd52e9c02e3c00c949c9b745736fe13ae9962f5
docs/reports/dec_M30_depreciation_catchup.md	dec_M30_depreciation_catchup	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	3625	2026-08-01 20:13	6bbad28cd19deb7aa7f2412766f03d6388fa9b9e
docs/reports/dec_M41_periodic_backlog.md	dec_M41_periodic_backlog	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	2933	2026-08-01 20:13	fc2a19234fb777b69a3e3b06e75ad987035b2b25
docs/reports/e15_dead_link_check.md	e15_dead_link_check	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	1746	2026-08-01 20:13	60bded662a7e427736702fcc0c30caec97d771ed
docs/reports/layer_3_signoff.md	layer_3_signoff	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	4242	2026-08-01 20:13	fdc897ad92399d777de95059bf8789855e74078c
docs/reports/layer_4_signoff.md	layer_4_signoff	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	3250	2026-08-01 20:13	38f70908958fcc19d930c69b8a44d51bddbcd18e
docs/reports/layer_5_signoff.md	layer_5_signoff	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	3936	2026-08-01 20:13	042a271b9e05667a3bda3c9c61c84f194e3efd61
docs/reports/m30_test_isolation_incident_20260731.md	m30_test_isolation_incident_20260731	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	4046	2026-08-01 20:13	6cc0ecf67abd57f8f995363b94f6175b5856e698
docs/reports/m31_taxonomy_reconciliation.md	m31_taxonomy_reconciliation	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	2422	2026-08-01 20:13	a3682586db8339ce961c5cd4206e96187ee08df8
docs/reports/p01_hierarchy_relink_20260801.md	p01_hierarchy_relink_20260801	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	5160	2026-08-01 20:13	4312bf34468892da78162a5d01031e17edaaf0bb
docs/reports/p04_resource_backfill_plan_20260801.md	p04_resource_backfill_plan_20260801	0	سجل تنفيذ حي	7	قياسات ومحاضر تنفيذ — دليل لا مواصفة	5710	2026-08-01 20:13	702ff328d5c864d320307d3e13597755db1890fd
docs/sec01/SEC-D1_dictionary_draft_ar.md	SEC-D1_dictionary_draft_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	6468	2026-08-13 00:19	872dc780b536673298acf1a2f35f2d6c5fd7ac0e
docs/sec01/SEC-D2_matrix_208x25.csv	SEC-D2_matrix_208x25	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	2409850	2026-08-13 00:19	bac0709b66d8a2569f51b2daf337a2a6f6422c06
docs/sec01/SEC-D2_matrix_summary_ar.md	SEC-D2_matrix_summary_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	1230	2026-08-13 00:19	682bd4f9ff13ccfe4ec9de2e9e99e48a5fc4183c
docs/sec01/SEC-D3_roles_map_ar.md	SEC-D3_roles_map_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	5864	2026-08-13 00:19	20a3b35a2d9a625523a7424c027f96427022dc11
docs/sec01/SEC-D4_sources_17_ar.md	SEC-D4_sources_17_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	3242	2026-08-13 00:19	1b141dd3bec11253a581c3be631c59f1397f9748
docs/sec01/SEC-D5_screens_reconciliation.csv	SEC-D5_screens_reconciliation	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	44219	2026-08-13 00:19	ebb9a8c38950d942007e264ba8140b1206df66f1
docs/sec01/SEC-D5_screens_reconciliation_ar.md	SEC-D5_screens_reconciliation_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	1075	2026-08-13 00:19	c89b1972cea2901dd64105755e5bd4d23a686529
docs/sec01/SEC-D6_four_sources_review_ar.md	SEC-D6_four_sources_review_ar	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	3519	2026-08-02 01:21	506b50b8fb00b3d9e829e66cef833d6190be5c7f
docs/sources/ACT-01.docx	ACT	1	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	34595	2026-08-02 20:21	f4ceaf6c772aae54ade2aa6bf62b06b4f3ff4b18
docs/sources/CAP-01.extracted.md	CAP-01.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	65596	2026-08-02 05:32	58d0cd3c8eed316ddc29ee11c907b7d9c86aa577
docs/sources/DEC-01.docx	DEC	1	قرار مالك نافذ	3	وثيقة قرارات مالك	24440	2026-08-02 01:21	013ae7a2487c74e057274c1254b07a98ae952851
docs/sources/DEC-01.extracted.md	DEC-01.extracted	0	قرار مالك نافذ	3	وثيقة قرارات مالك	19254	2026-08-02 01:21	5127223b3040101df47c1dbe4792f51fd04bef16
docs/sources/NAV-01.DIFF_REPORT.md	NAV-01.DIFF_REPORT	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	1301	2026-08-02 01:21	c6d336393b343657c58f16aa676751ee99e891a3
docs/sources/NAV-01.corrected.md	NAV-01.corrected	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	49693	2026-08-02 01:21	2d4535a5451b1ca07b3ec81cfc4378bc81d9dbcd
docs/sources/NAV-01.docx	NAV	1	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	45352	2026-08-02 20:21	311b95296125d93e324101c57fadfef3e5c85ab6
docs/sources/NAV-01.extracted.md	NAV-01.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	49227	2026-08-02 01:21	04f44482ddbfb792816cd4c90728f6a858d372f3
docs/sources/NAV-01_v2.docx	NAV-01_v2	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	37507	2026-08-02 20:21	4c73c49f73504c6dd416d64f9a701f0b703408f9
docs/sources/NAV-02.docx	NAV	2	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	49877	2026-08-02 20:21	5974049770e67a51c57eae908ea4b8df6c13449b
docs/sources/NAV-02_matrix.xlsx	NAV-02_matrix	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	40073	2026-08-02 20:21	fb1e64c01e4f303fadaa4cdd7029fa6c47f36206
docs/sources/ORG-01.docx	ORG	1	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	39900	2026-08-02 20:21	613f6d2b80af444d41460a6e72f99dbbe7100c2d
docs/sources/ORG-01.extracted.md	ORG-01.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	37353	2026-08-02 01:21	4ad68c6a1e9804bbfdd62e499b9933e4d9871f64
docs/sources/PLAN-05.docx	PLAN	5	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	48539	2026-08-02 01:21	890adaf86f77d90a511ae22b882321f399556ed9
docs/sources/PLAN-05.extracted.md	PLAN-05.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	54808	2026-08-02 01:21	a350e0f56c94137e10da2e351caf416b61d978ba
docs/sources/SEC-01.DIFF_REPORT.md	SEC-01.DIFF_REPORT	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	2819	2026-08-02 01:21	1fc54dfebf6b6e22324fc821903473bdd8b72926
docs/sources/SEC-01.corrected.md	SEC-01.corrected	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	81761	2026-08-02 01:21	021019759b8b609b356aa6a8ce8a483c757b8085
docs/sources/SEC-01.docx	SEC	1	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	69677	2026-08-02 01:21	d284f64e544d63bdd12c80d5e3529f98a1e8f065
docs/sources/SEC-01.extracted.md	SEC-01.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	81786	2026-08-02 01:21	8bd2555bf6bb3c91a8bc1dd947c1c9d92ec7ad04
docs/sources/SYSTEM_TEST_REQUEST.docx	SYSTEM_TEST_REQUEST	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	51265	2026-08-02 01:21	72a7c6407941ad14313c9c6798c675117d92ca3f
docs/sources/SYSTEM_TEST_REQUEST.extracted.md	SYSTEM_TEST_REQUEST.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	27997	2026-08-02 01:21	6814ce878b72b52ce235f4b461c14cb144eccb2f
docs/sources/TARGET_ORDER.xlsx	TARGET_ORDER	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	392932	2026-08-02 20:21	d533f7b9e949ee51ba52e399e3d39e93d3999a39
docs/sources/TKT-01.DIFF_REPORT.md	TKT-01.DIFF_REPORT	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	2583	2026-08-02 01:21	7948c67c7f0a674d5229bb0c9646a6334e79ef9c
docs/sources/TKT-01.corrected.md	TKT-01.corrected	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	45745	2026-08-02 01:21	881bcd98859daf2a6353f9397084709cf0fb3104
docs/sources/TKT-01.docx	TKT	1	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	44380	2026-08-02 01:21	8eff5189b356ea4633ceeb2f9b96c49ff646dc73
docs/sources/TKT-01.extracted.md	TKT-01.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	45743	2026-08-02 01:21	974472a79be3d9b3181069fd9695dce5cfd6f9b4
docs/sources/UAT-01.DIFF_REPORT.md	UAT-01.DIFF_REPORT	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	4710	2026-08-02 01:21	97713a28c10c65bd434407fbc52ca784edbcc3cb
docs/sources/UAT-01.corrected.md	UAT-01.corrected	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	35647	2026-08-02 01:21	877797b41ab93068785e7d6806d07b58d67d56b5
docs/sources/UAT-01.docx	UAT	1	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	35302	2026-08-02 01:21	9f5a3ffb99e9ecfcf39714a6b70f2c6197197673
docs/sources/UAT-01.extracted.md	UAT-01.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	35624	2026-08-02 01:21	66c54788fafe4537f5b44075487813c5b9f5230b
docs/sources/UAT-01_APPENDIX12.DIFF_REPORT.md	UAT-01_APPENDIX12.DIFF_REPORT	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	1422	2026-08-02 01:21	82ee21569a0195e39c1ce2f61bc4c84eb6a18672
docs/sources/UAT-01_APPENDIX12.corrected.md	UAT-01_APPENDIX12.corrected	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	17867	2026-08-02 01:21	9efa4589e917bc9299e8d108f32896d8ae17f23b
docs/sources/UAT-01_APPENDIX12.docx	UAT-01_APPENDIX12	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	22921	2026-08-02 01:21	7220581ddbe790395d2d107688f197026519a642
docs/sources/UAT-01_APPENDIX12.extracted.md	UAT-01_APPENDIX12.extracted	0	تاريخية	9	مستخلصات وأدلة عمل لمراحل منتهية	17849	2026-08-02 01:21	37857b7006348fddf8981ceed8e600901bdff21f
docs/specs/E-24_pay_policy_state.md	E-24_pay_policy_state	0	متخصصة نافذة	4	مواصفات وحدات H/E	6756	2026-08-01 20:13	b7f8a052fff395c591461484af7542223cfda2fd
docs/specs/H-01_3_pilot_gate.md	H-01_3_pilot_gate	0	متخصصة نافذة	4	مواصفات وحدات H/E	4902	2026-08-01 20:13	c52a4daab6569f47ad13bebdf5d5bc38486cb9b8
docs/specs/H-03_daily_plan.md	H-03_daily_plan	0	متخصصة نافذة	4	مواصفات وحدات H/E	5742	2026-08-01 20:13	07501251df56107632ebd39a2fbf48b0f204382b
docs/specs/H-04_rotation_swap.md	H-04_rotation_swap	0	متخصصة نافذة	4	مواصفات وحدات H/E	5574	2026-08-01 20:13	6edffdc784b2e9a80e5adfb1d45dd232b1fadb8e
docs/specs/H-05_sites_entity.md	H-05_sites_entity	0	متخصصة نافذة	4	مواصفات وحدات H/E	5938	2026-08-01 20:13	31fa9eb568dea760eee2ee8c2094f52623e0d4ff
docs/specs/H-07_supplier_contract_lines.md	H-07_supplier_contract_lines	0	متخصصة نافذة	4	مواصفات وحدات H/E	9170	2026-08-01 20:13	7f506de225fd3b7efffafdbc567caaee695dc473
docs/specs/H-08_1_contract_registry_head.md	H-08_1_contract_registry_head	0	متخصصة نافذة	4	مواصفات وحدات H/E	11199	2026-08-01 20:13	5a58177db227a9cf1e3a7c7c0bac162b6a2139cc
docs/specs/H-08_2_pay_components.md	H-08_2_pay_components	0	متخصصة نافذة	4	مواصفات وحدات H/E	4578	2026-08-01 20:13	cf8412013ac90b8f8e46ba520aa42386aeb695a5
docs/specs/H-08_3_incentive_rules.md	H-08_3_incentive_rules	0	متخصصة نافذة	4	مواصفات وحدات H/E	4177	2026-08-01 20:13	32a1f8cca63fe1e994a9a1f5a0f3c01e715de8c5
docs/specs/H-08_4_cost_bearers.md	H-08_4_cost_bearers	0	متخصصة نافذة	4	مواصفات وحدات H/E	3841	2026-08-01 20:13	30e31ac87ccbfba593603b5cd932626d46a1ffeb
docs/specs/H-09_1_payroll_snapshot_gate.md	H-09_1_payroll_snapshot_gate	0	متخصصة نافذة	4	مواصفات وحدات H/E	5302	2026-08-01 20:13	63912a41eb6ff3aed05f8c75c2cd51312bee50cf
docs/specs/H-09_2_time_path.md	H-09_2_time_path	0	متخصصة نافذة	4	مواصفات وحدات H/E	5971	2026-08-01 20:13	1942c264ff966ae93f81e05d6da4c0003048277b
docs/specs/H-09_3_production_path.md	H-09_3_production_path	0	متخصصة نافذة	4	مواصفات وحدات H/E	5976	2026-08-01 20:13	c550606e487f3b6cb7360323acc223f8e9b7d8aa
docs/specs/H-09_4_advances_offset.md	H-09_4_advances_offset	0	متخصصة نافذة	4	مواصفات وحدات H/E	6582	2026-08-01 20:13	fe8adb16966a20b7aa963db06b532833e4fe1913
docs/specs/H-09_5_run_cycle.md	H-09_5_run_cycle	0	متخصصة نافذة	4	مواصفات وحدات H/E	5768	2026-08-01 20:13	c175955c03f8ee0d900bf350228b9d7aca5efad7
docs/specs/H-10_employee_contract_amendments.md	H-10_employee_contract_amendments	0	متخصصة نافذة	4	مواصفات وحدات H/E	5577	2026-08-01 20:13	eaf9cf4a8dfa98b6af3d96d8b9cbf07cd7da1b60
docs/specs/H-11_contract_snapshots.md	H-11_contract_snapshots	0	متخصصة نافذة	4	مواصفات وحدات H/E	5062	2026-08-01 20:13	50d28b0eebd29e091478a2714939cec4fce814ee
docs/specs/H-12_fes_event_contract.md	H-12_fes_event_contract	0	متخصصة نافذة	4	مواصفات وحدات H/E	6180	2026-08-01 20:13	08801cef1a2b179a4e246f11a8b842044694ca4e
docs/specs/H-13_bank_reconciliation.md	H-13_bank_reconciliation	0	متخصصة نافذة	4	مواصفات وحدات H/E	6766	2026-08-01 20:13	3a1ea61a2b42887ebbf7991c564a23d9f52e75b4
docs/specs/H-15_user_capacities.md	H-15_user_capacities	0	متخصصة نافذة	4	مواصفات وحدات H/E	4630	2026-08-01 20:13	60c7c7a6631e888fdf205f97fbd8ca13129e1535
docs/specs/H-16_visibility_system.md	H-16_visibility_system	0	متخصصة نافذة	4	مواصفات وحدات H/E	3954	2026-08-01 20:13	fe95942082a585cad10d6445b43a810144bdcb7a
