#	الشاشة	الملف	الإدارة	الطبيعة	ما حددها	أفعالُ اعتماد	أفعالُ كتابة	الأعمدةُ الحاكمةُ اللازمة	حالةُ التصنيف
▸ مكتبُ الرئيس التنفيذي والنواب									
115	سجل الممولين	financiers.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
116	عقود تمويل بلا حركة	fin_idle.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
117	عمليات التمويل	fin_ops.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
118	فروق السداد والاستحقاق	fin_variance.php	التمويل والملكية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
119	مخاطر التمويل والملكية	risk_dept_cap.php	التمويل والملكية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
120	نماذج التمويل ومعالجتها	fin_models.php	التمويل والملكية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
▸ الموارد البشرية									
121	الإجازات والغياب	leaves.php	الموارد البشرية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
122	التوظيف من الشاغر إلى المباشرة	recruitment.php	الموارد البشرية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
123	الحضور والانصراف	attendance.php	الموارد البشرية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
124	الخصومات والجزاءات	deductions.php	الموارد البشرية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
125	السلف والعهد المالية	advances.php	الموارد البشرية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
126	تصفية إنهاء خدمة موظف	final_settlement.php	الموارد البشرية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
127	تقييم أداء العاملين	worker_evaluation.php	الموارد البشرية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
128	حوكمة الموارد البشرية	gov_dept_hrm.php	الموارد البشرية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
129	سجل الموظفين	employees.php	الموارد البشرية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
130	عقود المشاريع المؤقتة	project_contracts.php	الموارد البشرية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
131	عقود الموظفين	emp_contracts.php	الموارد البشرية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
132	مخاطر الموارد البشرية	risk_dept_hrm.php	الموارد البشرية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
133	مسيّر الرواتب	payroll.php	الموارد البشرية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
▸ إدارة المخاطر المؤسسية									
134	إجراءات المعالجة	risk_treatment.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
135	إشارات المخاطر والفرز	risk_signals.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
136	إعدادات المخاطر والتصنيف	risk_settings.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
137	التحقق من الضوابط الحرجة	risk_control_verify.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
138	الحوادث والوقائع	risk_incidents.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
139	الشهية وحدود التحمل	risk_appetite.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
140	الضوابط والضوابط الحرجة	risk_controls.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
141	القبول والاستثناءات	risk_acceptance.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
142	المراجعات والتصعيدات	risk_reviews.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
143	تقارير المخاطر والتحليلات	risk_reports.php	إدارة المخاطر المؤسسية	قارئة	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ وحدَه	مقترحٌ مقبول
144	تقييم الخطر ونسخُه التاريخية	risk_assessment.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
145	حوكمة إدارة المخاطر المؤسسية	gov_dept_rsk.php	إدارة المخاطر المؤسسية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
146	سجل المخاطر المؤسسي	risk_register.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
147	لجنة المخاطر	risk_committee.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
148	لوحة المخاطر المؤسسية	risk_dashboard.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
149	مؤشرات المخاطر والضوابط	risk_kri.php	إدارة المخاطر المؤسسية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
150	مخاطر الإدارة	risk_dept_view.php	إدارة المخاطر المؤسسية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
151	مخاطر الميدان	risk_field.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
152	ملف الخطر	risk_profile.php	إدارة المخاطر المؤسسية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
153	وحدات المخاطر والتصنيف	risk_units.php	إدارة المخاطر المؤسسية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
▸ الحوكمة والالتزام									
154	أنماط تفعيل المزايا	activation.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
155	إنجاز الإدارة	dept_achievement.php	الحوكمة والالتزام	سجلٌّ أو إعداد	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	◆ يحتاج مراجعةً وظيفيةً بشرية
156	الأدوار وقوالب صلاحياتها	roles.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
157	التراخيص والكفالات	licenses.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
158	التفويض بالتوقيع	delegations.php	الحوكمة والالتزام	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
159	التكليفات التنظيمية	org_assignments.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
160	المحاولات الممنوعة	guard_denials.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
161	المعاونون والنيابة المؤقتة	assistants.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
162	الهيكل التنظيمي والمسميات	org_structure.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
163	بصمة الإصدار وتقرير النشر	release_stamp.php	الحوكمة والالتزام	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
164	تصنيف قواعد المنع	guards.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
165	تفسير مصدر الصلاحية	perm_explain.php	الحوكمة والالتزام	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
166	حالات المستندات وانتقالاتها	state_machines.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
167	حسابات المستخدمين	users.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
168	حسابات بوابة الأطراف الخارجية	portal_users.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
169	حوكمة الحوكمة والالتزام	gov_dept_gov.php	الحوكمة والالتزام	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
170	دورة المراجعة الدورية للصلاحيات	access_review.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
171	سجل أنواع المستندات	doc_types.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
172	سجل الأسماء المعتمدة	canonical_names.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
173	سجل التدقيق والاطّلاع	audit.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
174	سجل الشركات والكيانات	entities.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
175	سجل العقود الموحَّد	contract_registry.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
176	سياسات الحقول الحساسة	sensitive_fields.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
177	صفحات النظام والإدارات	modules.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
178	صلاحية الطوارئ اللحظية (كسر الزجاج)	break_glass.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
179	صندوق ما ينتظر اعتمادي	approvals_inbox.php	الحوكمة والالتزام	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
180	طلبات الاستثناء	exceptions.php	الحوكمة والالتزام	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
181	علاقات الملكية بين الكيانات	ownership_links.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
182	فصل الواجبات المتعارضة	sec_governance.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
183	مخاطر الحوكمة والالتزام	risk_dept_gov.php	الحوكمة والالتزام	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
184	مركز التقارير	reports_index.php	الحوكمة والالتزام	سجلٌّ أو إعداد	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	◆ يحتاج مراجعةً وظيفيةً بشرية
185	من يرى ماذا ومكوّنات البوابة	visibility.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
186	وضع التأسيس وإغلاقه	founding_mode.php	الحوكمة والالتزام	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
▸ مركز البلاغات									
187	أبلغ عن مشكلة من هذه الشاشة	ticket_open.php	مركز البلاغات	سجلٌّ أو إعداد	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	◆ يحتاج مراجعةً وظيفيةً بشرية
188	إعدادات البلاغات — الأنواع والمهل والتصعيد	ticket_config.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
189	إغلاق البلاغ وتأكيده	ticket_close.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
190	البلاغات الدورية المولَّدة	ticket_periodic.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
191	البلاغات المتكررة وسببها الجذري	ticket_recur.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
192	بلاغات إدارتي	tickets_dept.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
193	بلاغات المركز	tickets.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
194	تحويل البلاغ وتفريعه لمسارات	ticket_split.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
195	تصنيف البلاغ وتوجيهه آليًّا	ticket_route.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
196	حوكمة مركز البلاغات	gov_dept_crp.php	مركز البلاغات	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
197	مؤشرات البلاغات	ticket_kpi.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
198	مخاطر البلاغات والوقائع	risk_dept_crp.php	مركز البلاغات	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
199	مهل البلاغات وتصعيدها	ticket_escalate.php	مركز البلاغات	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
▸ إدارة الصيانة									
200	أوامر الصيانة	orders.php	إدارة الصيانة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
201	الفحص الفني اليومي	inspections.php	إدارة الصيانة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
202	الورش والفنيون	workshop.php	إدارة الصيانة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
203	تصنيف الأعطال وأسبابها	failures.php	إدارة الصيانة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
204	جاهزية المعدات للتشغيل	readiness.php	إدارة الصيانة	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
205	حوكمة إدارة الصيانة	gov_dept_mnt.php	إدارة الصيانة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
206	خطط الصيانة الوقائية	preventive.php	إدارة الصيانة	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
207	مخاطر الصيانة	risk_dept_mnt.php	إدارة الصيانة	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
▸ القوى التشغيلية									
208	أرقام المشغّلين الشاغرة	op_codes.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
209	الأداء الشهري للمشغّل	op_monthly.php	القوى التشغيلية	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
210	السكن والإعاشة والمعسكرات	housing_units.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
211	تأهيل المشغّلين على أنواع المعدات	op_qual.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
212	تكليف المشغّل على المعدة	op_assign.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
213	تنقلات العاملين	worker_movement.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
214	حوكمة القوى التشغيلية	gov_dept_wrk.php	القوى التشغيلية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
215	خصومات المشغّلين المقترحة	op_deduct.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
216	دورات التناوب والإجازة الميدانية	rotation.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
217	سجل المشغّلين	operators.php	القوى التشغيلية	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
218	مخاطر القوى التشغيلية	risk_dept_wrk.php	القوى التشغيلية	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
▸ النقل والترحيل									
219	أوامر الترحيل	transfer_ord.php	النقل والترحيل	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
220	إقفال الأمر وتحميل تكلفته	transfer_cost.php	النقل والترحيل	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
221	اللوابد والمركبات الناقلة	transfer_fleet.php	النقل والترحيل	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
222	تصاريح المسار والحمولة	transfer_permits.php	النقل والترحيل	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
223	تعرفة الترحيل وقواعد التحميل	transfer_tariff.php	النقل والترحيل	مستندٌ يُعتمد	فيها فعلُ اعتماد	نعم	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
224	حوكمة النقل والترحيل	gov_dept_trp.php	النقل والترحيل	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
225	طلبات الترحيل	transfer_req.php	النقل والترحيل	مستندٌ يُعتمد	فيها فعلُ كتابةِ مجال	لا	نعم	السبعةُ كاملةً — ومنها المعتمِدُ وتاريخُه ومرجعُ التفويض	مقترحٌ مقبول
226	متابعة الرحلات في الطريق	transfer_track.php	النقل والترحيل	سجلٌّ أو إعداد	فيها فعلُ كتابةِ مجال	لا	نعم	الكيانُ والمُنشئُ وتاريخُ الإنشاءِ والمرجعُ الأب	مقترحٌ مقبول
227	مخاطر النقل والترحيل	risk_dept_trp.php	النقل والترحيل	قارئة	لا فعلَ كتابةٍ فيها	لا	لا	الكيانُ وحدَه	مقترحٌ مقبول
▸ إدارة المشتريات التشغيلية									
